method,variant,instance,N,exact_status,exact_optimal,exact_cost,method_cost_mean,method_cost_best,delta_mean,delta_best,gap_mean_pct,gap_best_pct,runtime_mean
ga,BIG,hfvrp_n015_m03_s02,15,optimal,1,1132.1444,1408.9325,1405.3716,276.7881,273.2272,24.4481,24.1336,2.9753
ga,BIG,hfvrp_n015_m03_s03,15,optimal,1,794.0443,910.5420,910.5420,116.4977,116.4977,14.6714,14.6714,2.9919
ga,BIG,hfvrp_n015_m03_s04,15,time_limit,0,1648.5527,2855.9998,2846.6630,1207.4471,1198.1103,73.2429,72.6765,2.9435
ga,BIG,hfvrp_n015_m03_s05,15,optimal,1,1009.9363,1177.1773,1169.3802,167.2410,159.4439,16.5596,15.7875,3.0051
ga,BIG,hfvrp_n020_m04_s01,20,time_limit,0,1140.5089,1403.7362,1384.6195,263.2273,244.1107,23.0798,21.4037,3.9900
ga,BIG,hfvrp_n020_m04_s02,20,time_limit,0,1205.1339,1340.9866,1340.9866,135.8528,135.8528,11.2728,11.2728,3.9237
ga,BIG,hfvrp_n020_m04_s03,20,time_limit,0,1484.9034,1740.7841,1735.5979,255.8807,250.6945,17.2321,16.8829,3.9501
ga,BIG,hfvrp_n020_m04_s04,20,time_limit,0,1453.2792,1773.9679,1769.1228,320.6887,315.8436,22.0666,21.7332,3.9082
ga,BIG,hfvrp_n020_m04_s05,20,mem_limit,0,1388.3585,1716.4697,1716.4697,328.1111,328.1111,23.6330,23.6330,3.9146
ga,BIG,hfvrp_n030_m06_s01,30,time_limit,0,2440.9890,2816.8099,2814.2463,375.8209,373.2573,15.3963,15.2912,6.0550
ga,BIG,hfvrp_n030_m06_s02,30,time_limit,0,2175.1790,2618.6948,2405.3759,443.5158,230.1969,20.3899,10.5829,5.9727
ga,BIG,hfvrp_n030_m06_s03,30,mem_limit,0,2076.0914,2438.4041,2359.4262,362.3128,283.3348,17.4517,13.6475,5.9516
ga,BIG,hfvrp_n030_m06_s04,30,time_limit,0,1974.0718,2332.8780,2246.2018,358.8062,272.1300,18.1759,13.7852,6.0521
ga,BIG,hfvrp_n030_m06_s05,30,mem_limit,0,2167.6660,2317.3902,2140.6161,149.7242,-27.0499,6.9072,-1.2479,6.0161
ga,BIG,hfvrp_n050_m10_s01,50,time_limit,0,4796.5868,5362.1680,5181.1943,565.5812,384.6075,11.7913,8.0184,10.3383
ga,BIG,hfvrp_n050_m10_s02,50,time_limit,0,6580.1884,6911.6838,6578.7006,331.4955,-1.4878,5.0378,-0.0226,10.3803
ga,BIG,hfvrp_n050_m10_s03,50,time_limit,0,5185.2913,5810.1796,5416.8706,624.8883,231.5793,12.0512,4.4661,10.4174
ga,BIG,hfvrp_n050_m10_s04,50,time_limit,0,4670.6128,5498.7349,5218.2070,828.1221,547.5941,17.7305,11.7242,10.2966
ga,BIG,hfvrp_n050_m10_s05,50,time_limit,0,4641.5799,5896.6651,5582.1993,1255.0852,940.6194,27.0400,20.2651,10.3513
ga,BIG,hfvrp_n075_m15_s01,75,time_limit,0,8589.0027,6808.0430,6412.2538,-1780.9597,-2176.7489,-20.7353,-25.3434,16.9154
ga,BIG,hfvrp_n075_m15_s03,75,time_limit,0,10641.8372,9537.1067,8988.4119,-1104.7306,-1653.4253,-10.3810,-15.5370,16.9621
ga,BIG,hfvrp_n075_m15_s05,75,time_limit,0,10724.8431,8554.0630,8140.7062,-2170.7801,-2584.1369,-20.2407,-24.0949,17.1366
ga,BIG,hfvrp_n100_m20_s01,100,time_limit,0,21859.2079,14570.8116,13425.6360,-7288.3963,-8433.5718,-33.3425,-38.5813,23.5411
ga,BIG,hfvrp_n100_m20_s02,100,time_limit,0,29409.0115,12928.9386,12058.5486,-16480.0729,-17350.4629,-56.0375,-58.9971,23.7152
ga,BIG,hfvrp_n100_m20_s05,100,time_limit,0,17480.8676,12949.2301,11381.0372,-4531.6375,-6099.8305,-25.9234,-34.8943,23.6549
ga,BIG,hfvrp_n150_m30_s01,150,time_limit,0,68464.2140,23479.7386,21773.3240,-44984.4754,-46690.8900,-65.7051,-68.1975,43.9774
ga,BIG,pyvrp_X120_FSMF,119,time_limit,0,3926412.6661,3184237.7934,3125848.7707,-742174.8727,-800563.8953,-18.9021,-20.3892,25.2451
ga,DEFAULT,augerat_A_n32_k5,31,mem_limit,0,7283.8028,9179.4695,9117.8680,1895.6667,1834.0652,26.0258,25.1800,0.1049
ga,DEFAULT,augerat_A_n37_k5,36,time_limit,0,6398.7351,8860.1996,8766.3855,2461.4645,2367.6504,38.4680,37.0019,0.1224
ga,DEFAULT,augerat_A_n45_k6,44,time_limit,0,10877.9549,12265.7531,12112.6602,1387.7982,1234.7054,12.7579,11.3505,0.1522
ga,DEFAULT,augerat_A_n54_k7,53,time_limit,0,14362.7453,14181.8790,14067.6504,-180.8663,-295.0949,-1.2593,-2.0546,0.1840
ga,DEFAULT,augerat_A_n60_k9,59,time_limit,0,15785.5624,17626.7905,17472.0654,1841.2281,1686.5030,11.6640,10.6838,0.2081
ga,DEFAULT,ex1_1v_feasible,2,optimal,1,109.1421,109.1421,109.1421,0.0000,0.0000,0.0000,0.0000,0.0172
ga,DEFAULT,ex3_3v_all_feasible,3,optimal,1,172.0000,172.0000,172.0000,0.0000,0.0000,0.0000,0.0000,0.0220
ga,DEFAULT,ex5_3v_one_used_feasible,3,optimal,1,140.7990,140.7990,140.7990,0.0000,0.0000,0.0000,0.0000,0.0213
ga,DEFAULT,hfvrp_n001_m03_s01,1,optimal,1,171.5037,171.5037,171.5037,0.0000,0.0000,0.0000,0.0000,0.0140
ga,DEFAULT,hfvrp_n001_m03_s02,1,optimal,1,181.5837,181.5837,181.5837,0.0000,0.0000,0.0000,0.0000,0.0143
ga,DEFAULT,hfvrp_n001_m03_s03,1,optimal,1,130.4387,130.4387,130.4387,0.0000,0.0000,0.0000,0.0000,0.0147
ga,DEFAULT,hfvrp_n001_m03_s04,1,optimal,1,122.3868,122.3868,122.3868,0.0000,0.0000,0.0000,0.0000,0.0133
ga,DEFAULT,hfvrp_n001_m03_s05,1,optimal,1,106.3719,106.3719,106.3719,0.0000,0.0000,0.0000,0.0000,0.0154
ga,DEFAULT,hfvrp_n002_m03_s01,2,optimal,1,496.8566,496.8566,496.8566,0.0000,0.0000,0.0000,0.0000,0.0195
ga,DEFAULT,hfvrp_n002_m03_s02,2,optimal,1,159.7048,159.7048,159.7048,0.0000,0.0000,0.0000,0.0000,0.0185
ga,DEFAULT,hfvrp_n002_m03_s03,2,optimal,1,197.9784,197.9784,197.9784,0.0000,0.0000,0.0000,0.0000,0.0179
ga,DEFAULT,hfvrp_n002_m03_s04,2,optimal,1,192.2748,192.6628,192.6628,0.3880,0.3880,0.2018,0.2018,0.0175
ga,DEFAULT,hfvrp_n002_m03_s05,2,optimal,1,343.5810,460.8280,460.8280,117.2470,117.2470,34.1250,34.1250,0.0176
ga,DEFAULT,hfvrp_n005_m03_s01,5,optimal,1,423.0509,423.0509,423.0509,0.0000,0.0000,0.0000,0.0000,0.0257
ga,DEFAULT,hfvrp_n005_m03_s02,5,optimal,1,446.7364,465.6780,465.6780,18.9416,18.9416,4.2400,4.2400,0.0260
ga,DEFAULT,hfvrp_n005_m03_s03,5,optimal,1,444.7348,444.7348,444.7348,0.0000,0.0000,0.0000,0.0000,0.0264
ga,DEFAULT,hfvrp_n005_m03_s04,5,optimal,1,422.3155,422.3155,422.3155,0.0000,0.0000,0.0000,0.0000,0.0257
ga,DEFAULT,hfvrp_n005_m03_s05,5,optimal,1,473.1201,495.9466,495.9466,22.8265,22.8265,4.8247,4.8247,0.0266
ga,DEFAULT,hfvrp_n010_m03_s01,10,optimal,1,651.2429,665.3044,665.3044,14.0614,14.0614,2.1592,2.1592,0.0376
ga,DEFAULT,hfvrp_n010_m03_s02,10,optimal,1,737.8500,788.3232,784.8464,50.4732,46.9963,6.8406,6.3694,0.0393
ga,DEFAULT,hfvrp_n010_m03_s03,10,optimal,1,883.8414,885.6306,885.6306,1.7892,1.7892,0.2024,0.2024,0.0386
ga,DEFAULT,hfvrp_n010_m03_s04,10,optimal,1,764.7385,862.3220,862.3220,97.5835,97.5835,12.7604,12.7604,0.0382
ga,DEFAULT,hfvrp_n010_m03_s05,10,optimal,1,801.8825,1008.6778,887.3293,206.7953,85.4468,25.7887,10.6558,0.0391
ga,DEFAULT,hfvrp_n015_m03_s01,15,optimal,1,1154.9035,1669.8439,1662.4667,514.9404,507.5631,44.5873,43.9485,0.0509
ga,DEFAULT,hfvrp_n015_m03_s02,15,optimal,1,1132.1444,1422.7176,1405.3716,290.5733,273.2272,25.6657,24.1336,0.0520
ga,DEFAULT,hfvrp_n015_m03_s03,15,optimal,1,794.0443,915.9074,910.5420,121.8631,116.4977,15.3471,14.6714,0.0508
ga,DEFAULT,hfvrp_n015_m03_s04,15,time_limit,0,1648.5527,2956.3672,2823.1483,1307.8145,1174.5956,79.3311,71.2501,0.0520
ga,DEFAULT,hfvrp_n015_m03_s05,15,optimal,1,1009.9363,1185.2060,1169.3802,175.2697,159.4439,17.3545,15.7875,0.0521
ga,DEFAULT,hfvrp_n020_m04_s01,20,time_limit,0,1140.5089,1532.9879,1355.1034,392.4791,214.5945,34.4126,18.8157,0.0683
ga,DEFAULT,hfvrp_n020_m04_s02,20,time_limit,0,1205.1339,1416.9437,1340.9866,211.8098,135.8528,17.5756,11.2728,0.0663
ga,DEFAULT,hfvrp_n020_m04_s03,20,time_limit,0,1484.9034,2007.4625,1735.5979,522.5592,250.6945,35.1915,16.8829,0.0686
ga,DEFAULT,hfvrp_n020_m04_s04,20,time_limit,0,1453.2792,1946.8321,1769.1228,493.5529,315.8436,33.9613,21.7332,0.0662
ga,DEFAULT,hfvrp_n020_m04_s05,20,mem_limit,0,1388.3585,1944.2490,1705.5892,555.8904,317.2306,40.0394,22.8493,0.0676
ga,DEFAULT,hfvrp_n030_m06_s01,30,time_limit,0,2440.9890,3078.1235,2820.6197,637.1344,379.6307,26.1015,15.5523,0.1009
ga,DEFAULT,hfvrp_n030_m06_s02,30,time_limit,0,2175.1790,2912.3831,2690.6464,737.2041,515.4674,33.8917,23.6977,0.1001
ga,DEFAULT,hfvrp_n030_m06_s03,30,mem_limit,0,2076.0914,2625.3093,2467.9775,549.2180,391.8861,26.4544,18.8762,0.1000
ga,DEFAULT,hfvrp_n030_m06_s04,30,time_limit,0,1974.0718,2553.7550,2420.0124,579.6832,445.9406,29.3649,22.5899,0.1025
ga,DEFAULT,hfvrp_n030_m06_s05,30,mem_limit,0,2167.6660,2666.8898,2366.4197,499.2238,198.7537,23.0305,9.1690,0.1010
ga,DEFAULT,hfvrp_n050_m10_s01,50,time_limit,0,4796.5868,6401.6430,5754.6695,1605.0562,958.0827,33.4625,19.9743,0.1760
ga,DEFAULT,hfvrp_n050_m10_s02,50,time_limit,0,6580.1884,7944.6557,6904.8212,1364.4673,324.6328,20.7360,4.9335,0.1734
ga,DEFAULT,hfvrp_n050_m10_s03,50,time_limit,0,5185.2913,7100.4193,6046.5057,1915.1280,861.2144,36.9339,16.6088,0.1723
ga,DEFAULT,hfvrp_n050_m10_s04,50,time_limit,0,4670.6128,6268.3135,6012.5937,1597.7007,1341.9809,34.2075,28.7324,0.1732
ga,DEFAULT,hfvrp_n050_m10_s05,50,time_limit,0,4641.5799,6923.9050,6057.2498,2282.3251,1415.6699,49.1713,30.4997,0.1718
ga,DEFAULT,hfvrp_n075_m15_s01,75,time_limit,0,8589.0027,9023.2288,8090.1019,434.2261,-498.9008,5.0556,-5.8086,0.2785
ga,DEFAULT,hfvrp_n075_m15_s03,75,time_limit,0,10641.8372,12548.6582,11157.7894,1906.8210,515.9522,17.9182,4.8483,0.2770
ga,DEFAULT,hfvrp_n075_m15_s05,75,time_limit,0,10724.8431,10679.0890,9674.8213,-45.7541,-1050.0218,-0.4266,-9.7906,0.2761
ga,DEFAULT,hfvrp_n100_m20_s01,100,time_limit,0,21859.2079,20393.7506,18768.3199,-1465.4573,-3090.8879,-6.7041,-14.1400,0.3972
ga,DEFAULT,hfvrp_n100_m20_s02,100,time_limit,0,29409.0115,19167.3464,14775.2024,-10241.6651,-14633.8091,-34.8249,-49.7596,0.3992
ga,DEFAULT,hfvrp_n100_m20_s05,100,time_limit,0,17480.8676,18947.3514,16723.6233,1466.4838,-757.2444,8.3891,-4.3318,0.4023
ga,DEFAULT,hfvrp_n150_m30_s01,150,time_limit,0,68464.2140,40790.6469,35287.0157,-27673.5671,-33177.1983,-40.4205,-48.4592,0.7219
ga,DEFAULT,pyvrp_X120_FSMF,119,time_limit,0,3926412.6661,3578140.8563,3446284.9234,-348271.8097,-480127.7427,-8.8700,-12.2282,0.4198
ga,MEDIUM,augerat_A_n32_k5,31,mem_limit,0,7283.8028,9121.5008,9104.4044,1837.6980,1820.6016,25.2299,24.9952,2.0832
ga,MEDIUM,augerat_A_n37_k5,36,time_limit,0,6398.7351,8787.1097,8739.7154,2388.3746,2340.9802,37.3257,36.5850,2.4449
ga,MEDIUM,augerat_A_n45_k6,44,time_limit,0,10877.9549,12084.7078,11981.5281,1206.7530,1103.5732,11.0936,10.1450,3.0376
ga,MEDIUM,augerat_A_n54_k7,53,time_limit,0,14362.7453,13925.4259,13822.8687,-437.3194,-539.8765,-3.0448,-3.7589,3.7100
ga,MEDIUM,augerat_A_n60_k9,59,time_limit,0,15785.5624,17334.7767,17250.0590,1549.2143,1464.4966,9.8141,9.2774,4.2278
ga,MEDIUM,ex1_1v_feasible,2,optimal,1,109.1421,109.1421,109.1421,0.0000,0.0000,0.0000,0.0000,0.2967
ga,MEDIUM,ex3_3v_all_feasible,3,optimal,1,172.0000,172.0000,172.0000,0.0000,0.0000,0.0000,0.0000,0.3960
ga,MEDIUM,ex5_3v_one_used_feasible,3,optimal,1,140.7990,140.7990,140.7990,0.0000,0.0000,0.0000,0.0000,0.3841
ga,MEDIUM,hfvrp_n001_m03_s01,1,optimal,1,171.5037,171.5037,171.5037,0.0000,0.0000,0.0000,0.0000,0.2451
ga,MEDIUM,hfvrp_n001_m03_s02,1,optimal,1,181.5837,181.5837,181.5837,0.0000,0.0000,0.0000,0.0000,0.2422
ga,MEDIUM,hfvrp_n001_m03_s03,1,optimal,1,130.4387,130.4387,130.4387,0.0000,0.0000,0.0000,0.0000,0.2488
ga,MEDIUM,hfvrp_n001_m03_s04,1,optimal,1,122.3868,122.3868,122.3868,0.0000,0.0000,0.0000,0.0000,0.2437
ga,MEDIUM,hfvrp_n001_m03_s05,1,optimal,1,106.3719,106.3719,106.3719,0.0000,0.0000,0.0000,0.0000,0.2445
ga,MEDIUM,hfvrp_n002_m03_s01,2,optimal,1,496.8566,496.8566,496.8566,0.0000,0.0000,0.0000,0.0000,0.3236
ga,MEDIUM,hfvrp_n002_m03_s02,2,optimal,1,159.7048,159.7048,159.7048,0.0000,0.0000,0.0000,0.0000,0.3167
ga,MEDIUM,hfvrp_n002_m03_s03,2,optimal,1,197.9784,197.9784,197.9784,0.0000,0.0000,0.0000,0.0000,0.3246
ga,MEDIUM,hfvrp_n002_m03_s04,2,optimal,1,192.2748,192.6628,192.6628,0.3880,0.3880,0.2018,0.2018,0.3174
ga,MEDIUM,hfvrp_n002_m03_s05,2,optimal,1,343.5810,460.8280,460.8280,117.2470,117.2470,34.1250,34.1250,0.3145
ga,MEDIUM,hfvrp_n005_m03_s01,5,optimal,1,423.0509,423.0509,423.0509,0.0000,0.0000,0.0000,0.0000,0.4771
ga,MEDIUM,hfvrp_n005_m03_s02,5,optimal,1,446.7364,465.6780,465.6780,18.9416,18.9416,4.2400,4.2400,0.4746
ga,MEDIUM,hfvrp_n005_m03_s03,5,optimal,1,444.7348,444.7348,444.7348,0.0000,0.0000,0.0000,0.0000,0.4822
ga,MEDIUM,hfvrp_n005_m03_s04,5,optimal,1,422.3155,422.3155,422.3155,0.0000,0.0000,0.0000,0.0000,0.4842
ga,MEDIUM,hfvrp_n005_m03_s05,5,optimal,1,473.1201,495.9466,495.9466,22.8265,22.8265,4.8247,4.8247,0.4803
ga,MEDIUM,hfvrp_n010_m03_s01,10,optimal,1,651.2429,665.3044,665.3044,14.0614,14.0614,2.1592,2.1592,0.7404
ga,MEDIUM,hfvrp_n010_m03_s02,10,optimal,1,737.8500,784.8464,784.8464,46.9963,46.9963,6.3694,6.3694,0.7561
ga,MEDIUM,hfvrp_n010_m03_s03,10,optimal,1,883.8414,885.6306,885.6306,1.7892,1.7892,0.2024,0.2024,0.7326
ga,MEDIUM,hfvrp_n010_m03_s04,10,optimal,1,764.7385,862.3220,862.3220,97.5835,97.5835,12.7604,12.7604,0.7347
ga,MEDIUM,hfvrp_n010_m03_s05,10,optimal,1,801.8825,887.3293,887.3293,85.4468,85.4468,10.6558,10.6558,0.7457
ga,MEDIUM,hfvrp_n015_m03_s01,15,optimal,1,1154.9035,1662.4667,1662.4667,507.5631,507.5631,43.9485,43.9485,0.9875
ga,MEDIUM,hfvrp_n015_m03_s02,15,optimal,1,1132.1444,1419.6151,1405.3716,287.4708,273.2272,25.3917,24.1336,0.9947
ga,MEDIUM,hfvrp_n015_m03_s03,15,optimal,1,794.0443,910.5420,910.5420,116.4977,116.4977,14.6714,14.6714,0.9900
ga,MEDIUM,hfvrp_n015_m03_s04,15,time_limit,0,1648.5527,2859.1121,2846.6630,1210.5594,1198.1103,73.4316,72.6765,0.9837
ga,MEDIUM,hfvrp_n015_m03_s05,15,optimal,1,1009.9363,1172.8036,1169.3802,162.8673,159.4439,16.1265,15.7875,0.9936
ga,MEDIUM,hfvrp_n020_m04_s01,20,time_limit,0,1140.5089,1398.3057,1311.9181,257.7969,171.4092,22.6037,15.0292,1.3249
ga,MEDIUM,hfvrp_n020_m04_s02,20,time_limit,0,1205.1339,1340.9866,1340.9866,135.8528,135.8528,11.2728,11.2728,1.2969
ga,MEDIUM,hfvrp_n020_m04_s03,20,time_limit,0,1484.9034,1799.4089,1735.5979,314.5055,250.6945,21.1802,16.8829,1.3095
ga,MEDIUM,hfvrp_n020_m04_s04,20,time_limit,0,1453.2792,1826.3075,1769.1228,373.0283,315.8436,25.6680,21.7332,1.3038
ga,MEDIUM,hfvrp_n020_m04_s05,20,mem_limit,0,1388.3585,1762.9104,1716.4697,374.5519,328.1111,26.9780,23.6330,1.3068
ga,MEDIUM,hfvrp_n030_m06_s01,30,time_limit,0,2440.9890,2828.0603,2816.6853,387.0713,375.6963,15.8572,15.3912,2.0019
ga,MEDIUM,hfvrp_n030_m06_s02,30,time_limit,0,2175.1790,2710.3343,2357.3929,535.1553,182.2139,24.6028,8.3770,1.9725
ga,MEDIUM,hfvrp_n030_m06_s03,30,mem_limit,0,2076.0914,2442.3865,2404.5039,366.2951,328.4125,17.6435,15.8188,1.9715
ga,MEDIUM,hfvrp_n030_m06_s04,30,time_limit,0,1974.0718,2406.0490,2287.8464,431.9772,313.7746,21.8825,15.8948,1.9810
ga,MEDIUM,hfvrp_n030_m06_s05,30,mem_limit,0,2167.6660,2503.5754,2304.4690,335.9094,136.8030,15.4964,6.3111,1.9957
ga,MEDIUM,hfvrp_n050_m10_s01,50,time_limit,0,4796.5868,5595.3737,4954.8220,798.7869,158.2352,16.6532,3.2989,3.4240
ga,MEDIUM,hfvrp_n050_m10_s02,50,time_limit,0,6580.1884,7015.4420,6428.4699,435.2536,-151.7184,6.6146,-2.3057,3.4344
ga,MEDIUM,hfvrp_n050_m10_s03,50,time_limit,0,5185.2913,5872.4691,5438.3812,687.1778,253.0899,13.2524,4.8809,3.4054
ga,MEDIUM,hfvrp_n050_m10_s04,50,time_limit,0,4670.6128,5516.9276,5033.6868,846.3148,363.0740,18.1200,7.7736,3.4150
ga,MEDIUM,hfvrp_n050_m10_s05,50,time_limit,0,4641.5799,6127.7468,5860.6185,1486.1670,1219.0386,32.0186,26.2634,3.4054
ga,MEDIUM,hfvrp_n075_m15_s01,75,time_limit,0,8589.0027,6978.5815,6364.6821,-1610.4212,-2224.3206,-18.7498,-25.8973,5.5536
ga,MEDIUM,hfvrp_n075_m15_s03,75,time_limit,0,10641.8372,9689.2543,9136.7550,-952.5829,-1505.0822,-8.9513,-14.1431,5.5616
ga,MEDIUM,hfvrp_n075_m15_s05,75,time_limit,0,10724.8431,8835.0371,8217.7896,-1889.8060,-2507.0535,-17.6208,-23.3761,5.6279
ga,MEDIUM,hfvrp_n100_m20_s01,100,time_limit,0,21859.2079,15284.9609,14713.4775,-6574.2469,-7145.7304,-30.0754,-32.6898,7.7676
ga,MEDIUM,hfvrp_n100_m20_s02,100,time_limit,0,29409.0115,13529.8018,12497.7615,-15879.2097,-16911.2500,-53.9944,-57.5036,7.8073
ga,MEDIUM,hfvrp_n100_m20_s05,100,time_limit,0,17480.8676,13301.9223,11912.4011,-4178.9454,-5568.4665,-23.9058,-31.8546,7.8627
ga,MEDIUM,hfvrp_n150_m30_s01,150,time_limit,0,68464.2140,24490.0931,22651.6692,-43974.1209,-45812.5448,-64.2294,-66.9146,14.5487
ga,MEDIUM,pyvrp_X120_FSMF,119,time_limit,0,3926412.6661,3202960.4647,3095311.2152,-723452.2014,-831101.4509,-18.4253,-21.1669,8.4687
ga,SMALL,augerat_A_n32_k5,31,mem_limit,0,7283.8028,9293.6988,9178.0208,2009.8960,1894.2180,27.5940,26.0059,0.0139
ga,SMALL,augerat_A_n37_k5,36,time_limit,0,6398.7351,9074.5966,8890.6749,2675.8615,2491.9398,41.8186,38.9443,0.0160
ga,SMALL,augerat_A_n45_k6,44,time_limit,0,10877.9549,12671.9169,12300.6405,1793.9621,1422.6857,16.4917,13.0786,0.0196
ga,SMALL,augerat_A_n54_k7,53,time_limit,0,14362.7453,14568.4839,14379.7289,205.7387,16.9836,1.4324,0.1182,0.0265
ga,SMALL,augerat_A_n60_k9,59,time_limit,0,15785.5624,18329.2221,17948.0169,2543.6596,2162.4545,16.1138,13.6989,0.0280
ga,SMALL,ex1_1v_feasible,2,optimal,1,109.1421,109.1421,109.1421,0.0000,0.0000,0.0000,0.0000,0.0024
ga,SMALL,ex3_3v_all_feasible,3,optimal,1,172.0000,172.0000,172.0000,0.0000,0.0000,0.0000,0.0000,0.0027
ga,SMALL,ex5_3v_one_used_feasible,3,optimal,1,140.7990,140.7990,140.7990,0.0000,0.0000,0.0000,0.0000,0.0028
ga,SMALL,hfvrp_n001_m03_s01,1,optimal,1,171.5037,171.5037,171.5037,0.0000,0.0000,0.0000,0.0000,0.0022
ga,SMALL,hfvrp_n001_m03_s02,1,optimal,1,181.5837,181.5837,181.5837,0.0000,0.0000,0.0000,0.0000,0.0021
ga,SMALL,hfvrp_n001_m03_s03,1,optimal,1,130.4387,130.4387,130.4387,0.0000,0.0000,0.0000,0.0000,0.0018
ga,SMALL,hfvrp_n001_m03_s04,1,optimal,1,122.3868,122.3868,122.3868,0.0000,0.0000,0.0000,0.0000,0.0019
ga,SMALL,hfvrp_n001_m03_s05,1,optimal,1,106.3719,106.3719,106.3719,0.0000,0.0000,0.0000,0.0000,0.0017
ga,SMALL,hfvrp_n002_m03_s01,2,optimal,1,496.8566,496.8566,496.8566,0.0000,0.0000,0.0000,0.0000,0.0029
ga,SMALL,hfvrp_n002_m03_s02,2,optimal,1,159.7048,159.7048,159.7048,0.0000,0.0000,0.0000,0.0000,0.0023
ga,SMALL,hfvrp_n002_m03_s03,2,optimal,1,197.9784,197.9784,197.9784,0.0000,0.0000,0.0000,0.0000,0.0027
ga,SMALL,hfvrp_n002_m03_s04,2,optimal,1,192.2748,192.6628,192.6628,0.3880,0.3880,0.2018,0.2018,0.0025
