method,instance,runs,cost_mean,cost_std,runtime_mean
exact,augerat_A_n32_k5,1,7283.8028,0,11827.1509
exact,augerat_A_n37_k5,1,6398.7351,0,18000.0088
exact,augerat_A_n45_k6,1,10877.9549,0,18000.0258
exact,augerat_A_n54_k7,1,14362.7453,0,18000.0163
exact,augerat_A_n60_k9,1,15785.5624,0,18000.0220
exact,ex1_1v_feasible,1,109.1421,0,0.0036
exact,ex3_3v_all_feasible,1,172.0000,0,0.0006
exact,ex5_3v_one_used_feasible,1,140.7990,0,0.0056
exact,hfvrp_n001_m03_s01,1,171.5037,0,0.0006
exact,hfvrp_n001_m03_s02,1,181.5837,0,0.0008
exact,hfvrp_n001_m03_s03,1,130.4387,0,0.0006
exact,hfvrp_n001_m03_s04,1,122.3868,0,0.0007
exact,hfvrp_n001_m03_s05,1,106.3719,0,0.0006
exact,hfvrp_n002_m03_s01,1,496.8566,0,0.0057
exact,hfvrp_n002_m03_s02,1,159.7048,0,0.0049
exact,hfvrp_n002_m03_s03,1,197.9784,0,0.0047
exact,hfvrp_n002_m03_s04,1,192.2748,0,0.0062
exact,hfvrp_n002_m03_s05,1,343.5810,0,0.0061
exact,hfvrp_n005_m03_s01,1,423.0509,0,0.0209
exact,hfvrp_n005_m03_s02,1,446.7364,0,0.0375
exact,hfvrp_n005_m03_s03,1,444.7348,0,0.0444
exact,hfvrp_n005_m03_s04,1,422.3155,0,0.0481
exact,hfvrp_n005_m03_s05,1,473.1201,0,0.1010
exact,hfvrp_n010_m03_s01,1,651.2429,0,6.2777
exact,hfvrp_n010_m03_s02,1,737.8500,0,19.7329
exact,hfvrp_n010_m03_s03,1,883.8414,0,27.4252
exact,hfvrp_n010_m03_s04,1,764.7385,0,55.9557
exact,hfvrp_n010_m03_s05,1,801.8825,0,39.7293
exact,hfvrp_n015_m03_s01,1,1154.9035,0,1045.3009
exact,hfvrp_n015_m03_s02,1,1132.1444,0,7117.2076
exact,hfvrp_n015_m03_s03,1,794.0443,0,2240.1040
exact,hfvrp_n015_m03_s04,1,1648.5527,0,18000.0032
exact,hfvrp_n015_m03_s05,1,1009.9363,0,352.4914
exact,hfvrp_n020_m04_s01,1,1140.5089,0,18000.0015
exact,hfvrp_n020_m04_s02,1,1205.1339,0,18000.0041
exact,hfvrp_n020_m04_s03,1,1484.9034,0,18000.0012
exact,hfvrp_n020_m04_s04,1,1453.2792,0,18000.0047
exact,hfvrp_n020_m04_s05,1,1388.3585,0,5017.7190
exact,hfvrp_n030_m06_s01,1,2440.9890,0,18000.0055
exact,hfvrp_n030_m06_s02,1,2175.1790,0,18000.0041
exact,hfvrp_n030_m06_s03,1,2076.0914,0,6685.2278
exact,hfvrp_n030_m06_s04,1,1974.0718,0,18000.0022
exact,hfvrp_n030_m06_s05,1,2167.6660,0,12780.7290
exact,hfvrp_n050_m10_s01,1,4796.5868,0,18000.0217
exact,hfvrp_n050_m10_s02,1,6580.1884,0,18000.0359
exact,hfvrp_n050_m10_s03,1,5185.2913,0,18000.0294
exact,hfvrp_n050_m10_s04,1,4670.6128,0,18000.0278
exact,hfvrp_n050_m10_s05,1,4641.5799,0,18000.0414
exact,hfvrp_n075_m15_s01,1,8589.0027,0,18000.0704
exact,hfvrp_n075_m15_s03,1,10641.8372,0,18000.0694
exact,hfvrp_n075_m15_s05,1,10724.8431,0,18000.0452
exact,hfvrp_n100_m20_s01,1,21859.2079,0,18000.1246
exact,hfvrp_n100_m20_s02,1,29409.0115,0,18000.0799
exact,hfvrp_n100_m20_s05,1,17480.8676,0,18000.1647
exact,hfvrp_n150_m30_s01,1,68464.2140,0,18000.3860
exact,pyvrp_X120_FSMF,1,3926412.6661,0,18000.0734
ga,augerat_A_n32_k5,48,9177.6352,81.5862,2.1328
ga,augerat_A_n37_k5,48,8864.6076,144.1003,2.5085
ga,augerat_A_n45_k6,48,12274.0360,265.2040,3.1190
ga,augerat_A_n54_k7,48,14133.2189,288.2234,3.8070
ga,augerat_A_n60_k9,48,17649.7040,431.2402,4.3547
ga,augerat_A_n80_k10,48,20609.3523,611.1086,5.9754
ga,ex1_1v_feasible,48,109.1421,0.0000,0.3019
ga,ex3_3v_all_feasible,48,172.0000,0.0000,0.4020
ga,ex5_3v_one_used_feasible,48,140.7990,0.0000,0.3902
ga,hfvrp_n001_m03_s01,48,171.5037,0.0000,0.2479
ga,hfvrp_n001_m03_s02,48,181.5837,0.0000,0.2480
ga,hfvrp_n001_m03_s03,48,130.4387,0.0000,0.2492
ga,hfvrp_n001_m03_s04,48,122.3868,0.0000,0.2487
ga,hfvrp_n001_m03_s05,48,106.3719,0.0000,0.2493
ga,hfvrp_n002_m03_s01,48,496.8566,0.0000,0.3302
ga,hfvrp_n002_m03_s02,48,159.7048,0.0000,0.3195
ga,hfvrp_n002_m03_s03,48,197.9784,0.0000,0.3304
ga,hfvrp_n002_m03_s04,48,192.6628,0.0000,0.3194
ga,hfvrp_n002_m03_s05,48,460.8280,0.0000,0.3184
ga,hfvrp_n005_m03_s01,48,423.0509,0.0000,0.4838
ga,hfvrp_n005_m03_s02,48,465.6780,0.0000,0.4854
ga,hfvrp_n005_m03_s03,48,444.7348,0.0000,0.4901
ga,hfvrp_n005_m03_s04,48,422.3155,0.0000,0.4911
ga,hfvrp_n005_m03_s05,48,496.1952,1.7041,0.4884
ga,hfvrp_n010_m03_s01,48,666.9569,7.9255,0.7495
ga,hfvrp_n010_m03_s02,48,787.1042,4.2324,0.7642
ga,hfvrp_n010_m03_s03,48,893.6982,26.7571,0.7513
ga,hfvrp_n010_m03_s04,48,862.3220,0.0000,0.7428
ga,hfvrp_n010_m03_s05,48,949.3975,117.6703,0.7561
ga,hfvrp_n015_m03_s01,48,1672.1822,30.0789,0.9994
ga,hfvrp_n015_m03_s02,48,1423.2107,18.5835,1.0075
ga,hfvrp_n015_m03_s03,48,920.9083,21.6176,1.0099
ga,hfvrp_n015_m03_s04,48,2908.5154,77.4477,0.9968
ga,hfvrp_n015_m03_s05,48,1182.1020,13.4065,1.0148
ga,hfvrp_n020_m04_s01,48,1488.3955,118.6136,1.3484
ga,hfvrp_n020_m04_s02,48,1397.5324,81.0221,1.3240
ga,hfvrp_n020_m04_s03,48,1907.1133,184.2911,1.3346
ga,hfvrp_n020_m04_s04,48,1914.1034,159.8183,1.3219
ga,hfvrp_n020_m04_s05,48,1875.7272,179.7875,1.3246
ga,hfvrp_n030_m06_s01,48,3015.4654,272.7172,2.0429
ga,hfvrp_n030_m06_s02,48,2851.1662,259.0872,2.0145
ga,hfvrp_n030_m06_s03,48,2586.6186,197.7801,2.0089
ga,hfvrp_n030_m06_s04,48,2562.0183,291.2031,2.0373
ga,hfvrp_n030_m06_s05,48,2667.6945,359.5849,2.0319
ga,hfvrp_n050_m10_s01,48,6363.5775,1135.1857,3.4910
ga,hfvrp_n050_m10_s02,48,8061.4256,1499.0187,3.5031
ga,hfvrp_n050_m10_s03,48,7040.3324,1495.1011,3.5046
ga,hfvrp_n050_m10_s04,48,6628.4493,1671.3137,3.4774
ga,hfvrp_n050_m10_s05,48,7075.1082,1487.8727,3.4880
ga,hfvrp_n075_m15_s01,48,8695.0827,2219.3025,5.6967
ga,hfvrp_n075_m15_s02,48,12314.4641,2966.6284,5.7075
ga,hfvrp_n075_m15_s03,48,12560.6075,3755.4984,5.7098
ga,hfvrp_n075_m15_s04,48,11796.7615,3900.7139,5.7369
ga,hfvrp_n075_m15_s05,48,10609.4484,2418.0891,5.7696
ga,hfvrp_n100_m20_s01,48,19868.8884,6058.8442,7.9426
ga,hfvrp_n100_m20_s02,48,18599.4629,6497.3816,7.9947
ga,hfvrp_n100_m20_s03,48,17914.3762,5221.8050,8.0389
ga,hfvrp_n100_m20_s04,48,17884.5227,5713.9616,8.0291
ga,hfvrp_n100_m20_s05,48,18730.1534,7064.2853,7.9948
ga,hfvrp_n150_m30_s01,48,37568.8363,15618.6237,14.8397
ga,hfvrp_n150_m30_s02,48,35267.2034,13338.9246,14.7346
ga,hfvrp_n150_m30_s03,48,36586.7411,13990.9231,14.6928
ga,hfvrp_n150_m30_s04,48,39136.6394,15751.0163,14.8960
ga,hfvrp_n150_m30_s05,48,32930.6220,12559.8459,14.6163
ga,hfvrp_n200_m40_s01,48,59916.6039,26187.0653,27.1216
ga,hfvrp_n200_m40_s02,48,56451.3759,23917.3082,26.6675
ga,hfvrp_n200_m40_s03,48,64125.2232,25554.9983,26.7446
ga,hfvrp_n200_m40_s04,48,56258.3806,22594.6092,27.0100
ga,hfvrp_n200_m40_s05,48,58186.7035,23705.9126,26.7245
ga,pyvrp_X101_FSMFD,48,4201523.6156,371618.0588,8.4689
ga,pyvrp_X106_FSMD,48,4236480.7661,471281.0167,8.0321
ga,pyvrp_X110_HD,48,2498089.3384,462486.2648,8.5182
ga,pyvrp_X115_HVRP,1,2290469.7025,0,27.9946
ga,pyvrp_X120_FSMF,48,3462106.2462,302375.3886,8.5473
savings,augerat_A_n32_k5,1,9131.3499,0,0.0001
savings,augerat_A_n37_k5,1,8609.0042,0,0.0001
savings,augerat_A_n45_k6,1,11890.2483,0,0.0002
savings,augerat_A_n54_k7,1,14676.9933,0,0.0002
savings,augerat_A_n60_k9,1,16393.4516,0,0.0004
savings,augerat_A_n80_k10,1,19554.4547,0,0.0011
savings,ex1_1v_feasible,1,109.1421,0,0.0000
savings,ex3_3v_all_feasible,1,172.0000,0,0.0000
savings,ex5_3v_one_used_feasible,1,140.7990,0,0.0000
savings,hfvrp_n001_m03_s01,1,171.5037,0,0.0000
savings,hfvrp_n001_m03_s02,1,181.5837,0,0.0000
savings,hfvrp_n001_m03_s03,1,130.4387,0,0.0000
savings,hfvrp_n001_m03_s04,1,122.3868,0,0.0000
savings,hfvrp_n001_m03_s05,1,106.3719,0,0.0000
savings,hfvrp_n002_m03_s01,1,496.8566,0,0.0000
savings,hfvrp_n002_m03_s02,1,159.7048,0,0.0000
savings,hfvrp_n002_m03_s03,1,197.9784,0,0.0000
savings,hfvrp_n002_m03_s04,1,192.6628,0,0.0000
savings,hfvrp_n002_m03_s05,1,460.8280,0,0.0000
savings,hfvrp_n005_m03_s01,1,423.0509,0,0.0000
savings,hfvrp_n005_m03_s02,1,496.5880,0,0.0000
savings,hfvrp_n005_m03_s03,1,461.8449,0,0.0000
savings,hfvrp_n005_m03_s04,1,467.4555,0,0.0000
savings,hfvrp_n005_m03_s05,1,566.1242,0,0.0000
savings,hfvrp_n010_m03_s01,1,740.4865,0,0.0000
savings,hfvrp_n010_m03_s02,1,950.1971,0,0.0000
savings,hfvrp_n010_m03_s03,1,885.6306,0,0.0000
savings,hfvrp_n010_m03_s04,1,944.9080,0,0.0001
savings,hfvrp_n010_m03_s05,1,809.5531,0,0.0000
savings,hfvrp_n015_m03_s01,1,1883.1610,0,0.0000
savings,hfvrp_n015_m03_s02,1,1782.2147,0,0.0001
savings,hfvrp_n015_m03_s03,1,982.3132,0,0.0001
savings,hfvrp_n015_m03_s04,1,3179.5331,0,0.0000
savings,hfvrp_n015_m03_s05,1,1163.5829,0,0.0000
savings,hfvrp_n020_m04_s01,1,1725.4380,0,0.0002
savings,hfvrp_n020_m04_s02,1,1561.2123,0,0.0001
savings,hfvrp_n020_m04_s03,1,2346.2029,0,0.0001
savings,hfvrp_n020_m04_s04,1,2397.8711,0,0.0001
savings,hfvrp_n020_m04_s05,1,2369.3360,0,0.0002
savings,hfvrp_n030_m06_s01,1,3158.1979,0,0.0002
savings,hfvrp_n030_m06_s02,1,3157.3490,0,0.0003
savings,hfvrp_n030_m06_s03,1,2663.3705,0,0.0004
savings,hfvrp_n030_m06_s04,1,2571.8599,0,0.0001
savings,hfvrp_n030_m06_s05,1,2932.2985,0,0.0002
savings,hfvrp_n050_m10_s01,1,7218.7131,0,0.0023
savings,hfvrp_n050_m10_s02,1,9790.6500,0,0.0031
savings,hfvrp_n050_m10_s03,1,9422.3788,0,0.0011
savings,hfvrp_n050_m10_s04,1,7846.8387,0,0.0020
savings,hfvrp_n050_m10_s05,1,7156.6253,0,0.0007
savings,hfvrp_n075_m15_s01,1,8036.9312,0,0.0011
savings,hfvrp_n075_m15_s02,1,10958.1582,0,0.0017
savings,hfvrp_n075_m15_s03,1,12369.5543,0,0.0014
savings,hfvrp_n075_m15_s04,1,10248.0720,0,0.0030
savings,hfvrp_n075_m15_s05,1,9672.7415,0,0.0006
savings,hfvrp_n100_m20_s01,1,15211.4141,0,0.0136
savings,hfvrp_n100_m20_s02,1,16570.2236,0,0.0038
savings,hfvrp_n100_m20_s03,1,15589.1126,0,0.0054
savings,hfvrp_n100_m20_s04,1,16374.7247,0,0.0082
savings,hfvrp_n100_m20_s05,1,16241.3001,0,0.0062
savings,hfvrp_n150_m30_s01,1,31829.5497,0,0.0212
savings,hfvrp_n150_m30_s02,1,30025.1956,0,0.0193
savings,hfvrp_n150_m30_s03,1,31093.9686,0,0.0211
savings,hfvrp_n150_m30_s04,1,32981.2425,0,0.0175
savings,hfvrp_n150_m30_s05,1,24579.8647,0,0.0126
savings,hfvrp_n200_m40_s01,1,38651.3942,0,0.0134
savings,hfvrp_n200_m40_s02,1,39570.6739,0,0.0242
savings,hfvrp_n200_m40_s03,1,41480.5150,0,0.0186
