method,instance,runs,cost_mean,cost_std,runtime_mean
savings,hfvrp_n200_m40_s04,1,35703.8894,0,0.0252
savings,hfvrp_n200_m40_s05,1,33649.3042,0,0.0271
savings,pyvrp_X101_FSMFD,1,3739738.6754,0,0.0006
savings,pyvrp_X106_FSMD,1,4046491.9885,0,0.0006
savings,pyvrp_X110_HD,1,2256210.1999,0,0.0017
savings,pyvrp_X120_FSMF,1,3230183.7225,0,0.0010
tabu,augerat_A_n32_k5,12,9124.5654,0.0000,0.0762
tabu,augerat_A_n37_k5,12,8509.5392,0.0000,0.1331
tabu,augerat_A_n45_k6,12,11767.5919,0.0000,0.2060
tabu,augerat_A_n54_k7,12,13656.1038,0.0000,0.3447
tabu,augerat_A_n60_k9,12,16310.5747,0.0000,0.4595
tabu,augerat_A_n80_k10,12,19436.4053,0.0000,0.9538
tabu,ex1_1v_feasible,12,109.1421,0.0000,0.0000
tabu,ex3_3v_all_feasible,12,172.0000,0.0000,0.0001
tabu,ex5_3v_one_used_feasible,12,140.7990,0.0000,0.0001
tabu,hfvrp_n001_m03_s01,12,171.5037,0.0000,0.0002
tabu,hfvrp_n001_m03_s02,12,181.5837,0.0000,0.0002
tabu,hfvrp_n001_m03_s03,12,130.4387,0.0000,0.0002
tabu,hfvrp_n001_m03_s04,12,122.3868,0.0000,0.0002
tabu,hfvrp_n001_m03_s05,12,106.3719,0.0000,0.0003
tabu,hfvrp_n002_m03_s01,12,496.8566,0.0000,0.0007
tabu,hfvrp_n002_m03_s02,12,159.7048,0.0000,0.0004
tabu,hfvrp_n002_m03_s03,12,197.9784,0.0000,0.0005
tabu,hfvrp_n002_m03_s04,12,192.2748,0.0000,0.0006
tabu,hfvrp_n002_m03_s05,12,343.5810,0.0000,0.0004
tabu,hfvrp_n005_m03_s01,12,423.0509,0.0000,0.0001
tabu,hfvrp_n005_m03_s02,12,480.4192,0.0000,0.0001
tabu,hfvrp_n005_m03_s03,12,444.7348,0.0000,0.0021
tabu,hfvrp_n005_m03_s04,12,422.3155,0.0000,0.0017
tabu,hfvrp_n005_m03_s05,12,473.1201,0.0000,0.0002
tabu,hfvrp_n010_m03_s01,12,651.2429,0.0000,0.0043
tabu,hfvrp_n010_m03_s02,12,739.3740,0.0000,0.0046
tabu,hfvrp_n010_m03_s03,12,885.6306,0.0000,0.0004
tabu,hfvrp_n010_m03_s04,12,764.7385,0.0000,0.0008
tabu,hfvrp_n010_m03_s05,12,809.5531,0.0000,0.0048
tabu,hfvrp_n015_m03_s01,12,1176.1912,0.0000,0.0224
tabu,hfvrp_n015_m03_s02,12,1207.4949,0.0000,0.0218
tabu,hfvrp_n015_m03_s03,12,794.0443,0.0000,0.0126
tabu,hfvrp_n015_m03_s04,12,1648.5527,0.0000,0.0146
tabu,hfvrp_n015_m03_s05,12,1023.5824,0.0000,0.0063
tabu,hfvrp_n020_m04_s01,12,1196.1076,0.0000,0.0351
tabu,hfvrp_n020_m04_s02,12,1266.1322,0.0000,0.0297
tabu,hfvrp_n020_m04_s03,12,1501.7157,0.0000,0.0264
tabu,hfvrp_n020_m04_s04,12,1528.9774,0.0000,0.0292
tabu,hfvrp_n020_m04_s05,12,1519.9918,0.0000,0.0306
tabu,hfvrp_n030_m06_s01,12,2433.4950,0.0000,0.0820
tabu,hfvrp_n030_m06_s02,12,2199.0235,0.0000,0.0942
tabu,hfvrp_n030_m06_s03,12,2117.4513,0.0000,0.0747
tabu,hfvrp_n030_m06_s04,12,2055.6144,0.0000,0.1241
tabu,hfvrp_n030_m06_s05,12,2038.6691,0.0000,0.0671
tabu,hfvrp_n050_m10_s01,12,4004.5411,0.0000,0.3326
tabu,hfvrp_n050_m10_s02,12,5420.0190,0.0000,0.2653
tabu,hfvrp_n050_m10_s03,12,4221.4724,0.0000,0.4653
tabu,hfvrp_n050_m10_s04,12,4576.9872,0.0000,0.3266
tabu,hfvrp_n050_m10_s05,12,4310.6571,0.0000,0.4019
tabu,hfvrp_n075_m15_s01,12,5671.7921,0.0000,1.4657
tabu,hfvrp_n075_m15_s02,12,7708.0587,0.0000,1.4733
tabu,hfvrp_n075_m15_s03,12,8862.7417,0.0000,0.9135
tabu,hfvrp_n075_m15_s04,12,7021.9577,0.0000,1.2334
tabu,hfvrp_n075_m15_s05,12,6735.2534,0.0000,1.8318
tabu,hfvrp_n100_m20_s01,12,12547.8743,0.0000,2.3316
tabu,hfvrp_n100_m20_s02,12,10829.7945,0.0000,2.4235
tabu,hfvrp_n100_m20_s03,12,10175.9055,0.0000,3.9530
tabu,hfvrp_n100_m20_s04,12,10546.8476,0.0000,2.3590
tabu,hfvrp_n100_m20_s05,12,10362.8040,0.0000,2.7949
tabu,hfvrp_n150_m30_s01,12,17566.7744,0.0000,21.6687
tabu,hfvrp_n150_m30_s02,12,17885.0426,0.0000,11.4433
tabu,hfvrp_n150_m30_s03,12,18006.8677,0.0000,9.3657
tabu,hfvrp_n150_m30_s04,12,18112.3821,0.0000,9.8560
tabu,hfvrp_n150_m30_s05,12,17007.7568,0.0000,10.2749
tabu,hfvrp_n200_m40_s01,12,27374.1608,0.0000,28.4215
tabu,hfvrp_n200_m40_s02,12,25382.6851,0.0000,31.9732
tabu,hfvrp_n200_m40_s03,12,29264.0303,0.0000,36.5771
tabu,hfvrp_n200_m40_s04,12,27230.0352,0.0000,32.9807
tabu,hfvrp_n200_m40_s05,12,27031.7670,0.0000,26.8778
tabu,pyvrp_X101_FSMFD,12,3684079.9860,0.0000,3.5081
tabu,pyvrp_X106_FSMD,12,3745073.3039,0.0000,2.5494
tabu,pyvrp_X110_HD,12,1912472.6469,0.0000,2.6569
tabu,pyvrp_X120_FSMF,12,3230183.7225,0.0000,1.7880
