method,instance,runs,cost_mean,cost_std,runtime_mean
exact,augerat_A_n32_k5,1,7741.7900,0,14220.8050
exact,augerat_A_n37_k5,1,6817.0217,0,18000.0183
exact,augerat_A_n45_k6,1,13225.1083,0,18000.0212
exact,augerat_A_n54_k7,1,16168.6712,0,18000.0257
exact,augerat_A_n60_k9,1,16987.2957,0,18000.0199
exact,augerat_A_n80_k10,1,25295.6251,0,18000.0580
exact,ex1_1v_feasible,1,134.1421,0,0.0035
exact,ex3_3v_all_feasible,1,182.0000,0,0.0006
exact,ex5_3v_one_used_feasible,1,165.7990,0,0.0061
exact,hfvrp_n001_m03_s01,1,255.6725,0,0.0006
exact,hfvrp_n001_m03_s02,1,206.8567,0,0.0007
exact,hfvrp_n001_m03_s03,1,130.4387,0,0.0007
exact,hfvrp_n001_m03_s04,1,122.3868,0,0.0007
exact,hfvrp_n001_m03_s05,1,123.6463,0,0.0006
exact,hfvrp_n002_m03_s01,1,730.8604,0,0.0048
exact,hfvrp_n002_m03_s02,1,180.3764,0,0.0060
exact,hfvrp_n002_m03_s03,1,210.6475,0,0.0065
exact,hfvrp_n002_m03_s04,1,209.9975,0,0.0062
exact,hfvrp_n002_m03_s05,1,435.1577,0,0.0053
exact,hfvrp_n005_m03_s01,1,495.8178,0,0.0205
exact,hfvrp_n005_m03_s02,1,534.9271,0,0.0375
exact,hfvrp_n005_m03_s03,1,444.7348,0,0.0459
exact,hfvrp_n005_m03_s04,1,566.0548,0,0.0529
exact,hfvrp_n005_m03_s05,1,561.5455,0,0.0788
exact,hfvrp_n010_m03_s01,1,786.9360,0,3.6658
exact,hfvrp_n010_m03_s02,1,946.8798,0,23.2650
exact,hfvrp_n010_m03_s03,1,1136.5232,0,41.5855
exact,hfvrp_n010_m03_s04,1,961.6888,0,94.1464
exact,hfvrp_n010_m03_s05,1,1008.5721,0,34.8586
exact,hfvrp_n015_m03_s01,1,1672.4896,0,2563.1614
exact,hfvrp_n015_m03_s02,1,1617.3064,0,18000.0038
exact,hfvrp_n015_m03_s03,1,1055.7798,0,4803.6638
exact,hfvrp_n015_m03_s04,1,2592.4729,0,18000.0025
exact,hfvrp_n015_m03_s05,1,1358.0222,0,635.9886
exact,hfvrp_n020_m04_s01,1,1464.8750,0,18000.0034
exact,hfvrp_n020_m04_s02,1,1599.4946,0,18000.0012
exact,hfvrp_n020_m04_s03,1,2163.8402,0,18000.0035
exact,hfvrp_n020_m04_s04,1,2134.9255,0,5534.1744
exact,hfvrp_n020_m04_s05,1,2017.4950,0,18000.0013
exact,hfvrp_n030_m06_s01,1,3795.6479,0,9408.4532
exact,hfvrp_n030_m06_s02,1,3116.4995,0,9365.3532
exact,hfvrp_n030_m06_s03,1,2738.9690,0,18000.0055
exact,hfvrp_n030_m06_s04,1,2899.1764,0,18000.0027
exact,hfvrp_n030_m06_s05,1,2657.5831,0,7748.2310
exact,hfvrp_n050_m10_s01,1,5876.1657,0,18000.0354
exact,hfvrp_n050_m10_s02,1,8159.5713,0,18000.0232
exact,hfvrp_n050_m10_s03,1,7029.6027,0,18000.0459
exact,hfvrp_n050_m10_s04,1,7811.6331,0,18000.0229
exact,hfvrp_n050_m10_s05,1,7476.0435,0,18000.0278
exact,hfvrp_n075_m15_s01,1,10766.8869,0,18000.0623
exact,hfvrp_n075_m15_s03,1,20424.7562,0,18000.0605
exact,hfvrp_n075_m15_s04,1,16246.4363,0,18000.0574
exact,hfvrp_n075_m15_s05,1,16743.9132,0,18000.0605
exact,hfvrp_n100_m20_s01,1,39285.8801,0,18000.0931
exact,hfvrp_n100_m20_s02,1,38174.7793,0,18000.1019
exact,hfvrp_n100_m20_s05,1,28515.3533,0,18000.1622
ga,augerat_A_n32_k5,48,10037.7165,88.1304,2.1419
ga,augerat_A_n37_k5,48,9400.0882,223.0252,2.5111
ga,augerat_A_n45_k6,48,12847.5523,303.0911,3.1127
ga,augerat_A_n54_k7,48,15657.4701,558.8646,3.8257
ga,augerat_A_n60_k9,48,19092.6364,548.8113,4.3580
ga,augerat_A_n80_k10,48,22850.1137,870.1531,5.9752
ga,ex1_1v_feasible,48,134.1421,0.0000,0.3027
ga,ex3_3v_all_feasible,48,182.0000,0.0000,0.4020
ga,ex5_3v_one_used_feasible,48,165.7990,0.0000,0.3912
ga,hfvrp_n001_m03_s01,48,255.6725,0.0000,0.2484
ga,hfvrp_n001_m03_s02,48,206.8567,0.0000,0.2489
ga,hfvrp_n001_m03_s03,48,130.4387,0.0000,0.2482
ga,hfvrp_n001_m03_s04,48,122.3868,0.0000,0.2481
ga,hfvrp_n001_m03_s05,48,123.6463,0.0000,0.2500
ga,hfvrp_n002_m03_s01,48,730.8604,0.0000,0.3300
ga,hfvrp_n002_m03_s02,48,180.3764,0.0000,0.3193
ga,hfvrp_n002_m03_s03,48,210.6475,0.0000,0.3291
ga,hfvrp_n002_m03_s04,48,210.3855,0.0000,0.3195
ga,hfvrp_n002_m03_s05,48,618.9847,0.0000,0.3186
ga,hfvrp_n005_m03_s01,48,495.8178,0.0000,0.4852
ga,hfvrp_n005_m03_s02,48,559.6630,3.2349,0.4787
ga,hfvrp_n005_m03_s03,48,444.7348,0.0000,0.4880
ga,hfvrp_n005_m03_s04,48,566.0548,0.0000,0.4913
ga,hfvrp_n005_m03_s05,48,603.8299,10.8714,0.4881
ga,hfvrp_n010_m03_s01,48,807.8660,3.5300,0.7476
ga,hfvrp_n010_m03_s02,48,1002.6175,29.3035,0.7498
ga,hfvrp_n010_m03_s03,48,1170.1798,18.2949,0.7506
ga,hfvrp_n010_m03_s04,48,1199.2576,4.2728,0.7462
ga,hfvrp_n010_m03_s05,48,1215.9249,73.6436,0.7610
ga,hfvrp_n015_m03_s01,48,2726.0976,40.6584,1.0025
ga,hfvrp_n015_m03_s02,48,2166.6705,77.4915,1.0063
ga,hfvrp_n015_m03_s03,48,1232.0270,24.1442,1.0261
ga,hfvrp_n015_m03_s04,48,4942.4375,231.1002,0.9925
ga,hfvrp_n015_m03_s05,48,1583.9804,29.1445,1.0162
ga,hfvrp_n020_m04_s01,48,2030.4771,160.5916,1.3303
ga,hfvrp_n020_m04_s02,48,2053.0819,147.3223,1.3273
ga,hfvrp_n020_m04_s03,48,2936.5417,357.4237,1.3529
ga,hfvrp_n020_m04_s04,48,2905.6146,228.0281,1.3300
ga,hfvrp_n020_m04_s05,48,2830.4348,261.4760,1.3268
ga,hfvrp_n030_m06_s01,48,4369.4775,439.5711,2.0505
ga,hfvrp_n030_m06_s02,48,4156.0446,551.4361,2.0279
ga,hfvrp_n030_m06_s03,48,3448.7015,379.9771,2.0140
ga,hfvrp_n030_m06_s04,48,3583.4007,415.8464,2.0203
ga,hfvrp_n030_m06_s05,48,3549.9538,527.4710,2.0370
ga,hfvrp_n050_m10_s01,48,9314.7698,2101.5317,3.5216
ga,hfvrp_n050_m10_s02,48,13006.9105,2716.6860,3.5288
ga,hfvrp_n050_m10_s03,48,11172.6378,2912.2055,3.5199
ga,hfvrp_n050_m10_s04,48,9739.6342,1744.5886,3.4978
ga,hfvrp_n050_m10_s05,48,10575.2329,2273.2620,3.5090
ga,hfvrp_n075_m15_s01,48,11052.4754,2998.3306,5.7203
ga,hfvrp_n075_m15_s02,48,18229.3190,5327.0599,5.7770
ga,hfvrp_n075_m15_s03,48,18120.4168,5897.1015,5.7552
ga,hfvrp_n075_m15_s04,48,17327.7534,6272.2560,5.8033
ga,hfvrp_n075_m15_s05,48,14824.5916,3653.9150,5.7644
ga,hfvrp_n100_m20_s01,48,30027.2294,10965.3560,8.0275
ga,hfvrp_n100_m20_s02,48,26956.9760,10463.2079,8.0742
ga,hfvrp_n100_m20_s03,48,25389.5929,9439.2562,8.0787
ga,hfvrp_n100_m20_s04,48,27030.3910,11238.3622,8.1276
ga,hfvrp_n100_m20_s05,48,27467.2233,12693.1152,8.1037
ga,hfvrp_n150_m30_s01,48,53274.6966,25417.7384,14.9687
ga,hfvrp_n150_m30_s02,48,47720.5913,22642.0381,15.0282
ga,hfvrp_n150_m30_s03,48,50628.5310,22892.8654,14.9501
ga,hfvrp_n150_m30_s04,48,56628.3655,27611.3746,15.0977
ga,hfvrp_n150_m30_s05,48,47924.5904,23076.7943,14.9096
ga,hfvrp_n200_m40_s01,48,83159.8867,42922.7634,27.2654
ga,hfvrp_n200_m40_s02,48,80931.3940,41426.8607,26.8201
ga,hfvrp_n200_m40_s03,48,96866.3902,48971.0464,27.0141
ga,hfvrp_n200_m40_s04,48,77340.0315,39898.2171,27.4759
ga,hfvrp_n200_m40_s05,48,79685.1557,40122.0822,27.0001
ga,pyvrp_X101_FSMFD,48,4212975.0389,370269.5359,8.5103
ga,pyvrp_X106_FSMD,48,4283663.8587,470591.8392,8.1307
ga,pyvrp_X110_HD,48,2521772.4960,469916.6931,8.5594
ga,pyvrp_X115_HVRP,3,2545542.2910,223311.4721,13.3412
ga,pyvrp_X120_FSMF,48,3553145.8180,323646.2221,8.6024
savings,augerat_A_n32_k5,1,10007.7497,0,0.0002
savings,augerat_A_n37_k5,1,9067.4340,0,0.0002
savings,augerat_A_n45_k6,1,12414.3291,0,0.0002
savings,augerat_A_n54_k7,1,16144.5133,0,0.0006
savings,augerat_A_n60_k9,1,17642.8292,0,0.0002
savings,augerat_A_n80_k10,1,21832.9515,0,0.0012
savings,ex1_1v_feasible,1,134.1421,0,0.0000
savings,ex3_3v_all_feasible,1,182.0000,0,0.0000
savings,ex5_3v_one_used_feasible,1,165.7990,0,0.0000
savings,hfvrp_n001_m03_s01,1,255.6725,0,0.0000
savings,hfvrp_n001_m03_s02,1,206.8567,0,0.0000
savings,hfvrp_n001_m03_s03,1,130.4387,0,0.0000
savings,hfvrp_n001_m03_s04,1,122.3868,0,0.0000
savings,hfvrp_n001_m03_s05,1,123.6463,0,0.0000
savings,hfvrp_n002_m03_s01,1,730.8604,0,0.0000
savings,hfvrp_n002_m03_s02,1,180.3764,0,0.0000
savings,hfvrp_n002_m03_s03,1,210.6475,0,0.0000
savings,hfvrp_n002_m03_s04,1,210.3855,0,0.0000
savings,hfvrp_n002_m03_s05,1,618.9847,0,0.0000
savings,hfvrp_n005_m03_s01,1,495.8178,0,0.0000
savings,hfvrp_n005_m03_s02,1,624.4315,0,0.0000
savings,hfvrp_n005_m03_s03,1,461.8449,0,0.0000
savings,hfvrp_n005_m03_s04,1,611.1947,0,0.0000
savings,hfvrp_n005_m03_s05,1,728.3471,0,0.0000
savings,hfvrp_n010_m03_s01,1,905.1037,0,0.0000
savings,hfvrp_n010_m03_s02,1,1348.6116,0,0.0000
savings,hfvrp_n010_m03_s03,1,1167.5112,0,0.0000
savings,hfvrp_n010_m03_s04,1,1329.5270,0,0.0000
savings,hfvrp_n010_m03_s05,1,1102.2562,0,0.0000
savings,hfvrp_n015_m03_s01,1,3153.5271,0,0.0001
savings,hfvrp_n015_m03_s02,1,2736.4715,0,0.0001
savings,hfvrp_n015_m03_s03,1,1331.7308,0,0.0001
savings,hfvrp_n015_m03_s04,1,5692.5758,0,0.0000
savings,hfvrp_n015_m03_s05,1,1639.6648,0,0.0001
savings,hfvrp_n020_m04_s01,1,2352.8944,0,0.0002
savings,hfvrp_n020_m04_s02,1,2380.9378,0,0.0001
savings,hfvrp_n020_m04_s03,1,3780.0043,0,0.0001
savings,hfvrp_n020_m04_s04,1,3701.7486,0,0.0001
savings,hfvrp_n020_m04_s05,1,3827.9682,0,0.0003
savings,hfvrp_n030_m06_s01,1,4720.5830,0,0.0001
savings,hfvrp_n030_m06_s02,1,5176.6478,0,0.0001
savings,hfvrp_n030_m06_s03,1,3802.6310,0,0.0004
savings,hfvrp_n030_m06_s04,1,3830.7504,0,0.0001
savings,hfvrp_n030_m06_s05,1,4267.2111,0,0.0003
savings,hfvrp_n050_m10_s01,1,11255.4555,0,0.0015
savings,hfvrp_n050_m10_s02,1,16562.0110,0,0.0026
savings,hfvrp_n050_m10_s03,1,16551.6330,0,0.0013
savings,hfvrp_n050_m10_s04,1,12939.3027,0,0.0022
savings,hfvrp_n050_m10_s05,1,12431.1992,0,0.0003
savings,hfvrp_n075_m15_s01,1,11502.4360,0,0.0044
savings,hfvrp_n075_m15_s02,1,17793.9861,0,0.0010
savings,hfvrp_n075_m15_s03,1,20773.9933,0,0.0023
