method,instance,N,M,beta,seed,cost_operational,cost_priority,cost_total,lower_bound,root_lp_bound,gap,optimal,feasible,status,num_nodes,num_iterations,num_solutions,runtime_sec,variant
exact,ex1_1v_feasible,2,1,2.000000,42,84.142136,50.000000,184.142136,184.142136,78.556349,0.000000,1,1,optimal,0,2,2,0.003115,
exact,ex2_1v_infeasible,2,1,2.000000,42,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,0,infeasible,0,0,0,0.000424,
exact,ex4_3v_infeasible,4,3,2.000000,42,0.000000,0.000000,0.000000,0.000000,169.094658,1.000000,0,0,infeasible,0,0,0,0.000918,
exact,ex3_3v_all_feasible,3,3,2.000000,42,162.000000,20.000000,202.000000,202.000000,154.363591,0.000000,1,1,optimal,0,0,1,0.000613,
exact,hfvrp_n001_m03_s01,1,3,2.000000,42,87.334995,168.337487,424.009968,424.009968,424.009968,0.000000,1,1,optimal,0,0,1,0.000537,
exact,ex5_3v_one_used_feasible,3,3,2.000000,42,115.798990,50.000000,215.798990,215.798990,95.597980,0.000000,1,1,optimal,0,8,2,0.006334,
exact,hfvrp_n001_m03_s02,1,3,2.000000,42,156.310634,50.546098,257.402830,257.402830,257.402830,0.000000,1,1,optimal,0,0,1,0.000659,
exact,hfvrp_n001_m03_s03,1,3,2.000000,42,130.438737,0.000000,130.438737,130.438737,130.438737,0.000000,1,1,optimal,0,0,1,0.000595,
exact,hfvrp_n001_m03_s04,1,3,2.000000,42,122.386776,0.000000,122.386776,122.386776,122.386776,0.000000,1,1,optimal,0,0,1,0.000947,
exact,hfvrp_n001_m03_s05,1,3,2.000000,42,89.097550,34.548775,158.195100,158.195100,158.195100,0.000000,1,1,optimal,0,0,1,0.000853,
exact,hfvrp_n002_m03_s01,2,3,2.000000,42,262.852855,468.007587,1198.868028,1198.868028,258.097137,0.000000,1,1,optimal,0,0,3,0.006012,
exact,hfvrp_n002_m03_s02,2,3,2.000000,42,139.033247,41.343143,221.719532,221.719532,130.817821,0.000000,1,1,optimal,0,12,3,0.006117,
exact,hfvrp_n002_m03_s03,2,3,2.000000,42,185.309216,25.338303,235.985823,235.985823,155.417444,0.000000,1,1,optimal,0,0,3,0.004943,
exact,hfvrp_n002_m03_s04,2,3,2.000000,42,174.552021,35.445494,245.443008,245.443008,142.481649,0.000000,1,1,optimal,0,19,3,0.006297,
exact,hfvrp_n002_m03_s05,2,3,2.000000,42,252.004246,183.153460,618.311166,618.311166,216.906774,0.000000,1,1,optimal,0,9,2,0.005154,
exact,hfvrp_n005_m03_s01,5,3,2.000000,42,350.283936,145.533835,641.351607,641.351607,267.549103,0.000000,1,1,optimal,53,286,5,0.023363,
exact,hfvrp_n005_m03_s02,5,3,2.000000,42,358.545666,176.381442,711.308549,711.308549,289.508762,0.000000,1,1,optimal,96,522,2,0.041346,
exact,hfvrp_n005_m03_s03,5,3,2.000000,42,444.734799,0.000000,444.734799,438.931910,325.638053,0.013048,1,1,optimal,0,224,3,0.045225,
exact,hfvrp_n005_m03_s04,5,3,2.000000,42,278.576281,287.478473,853.533227,853.533227,158.921111,0.000000,1,1,optimal,112,533,8,0.042273,
exact,hfvrp_n005_m03_s05,5,3,2.000000,42,384.694704,176.850818,738.396340,738.396340,301.150444,0.000000,1,1,optimal,194,1235,11,0.071877,
exact,hfvrp_n010_m03_s01,10,3,2.000000,42,515.549909,271.386050,1058.322008,1058.322008,315.594584,0.000000,1,1,optimal,3337,45795,13,6.029112,
exact,hfvrp_n010_m03_s02,10,3,2.000000,42,528.820236,418.059583,1364.939402,1364.939402,309.276307,0.000000,1,1,optimal,7361,99379,8,7.762991,
exact,hfvrp_n010_m03_s04,10,3,2.000000,42,567.788112,393.900677,1355.589466,1355.589466,354.592371,0.000000,1,1,optimal,54607,541122,17,43.883674,
exact,hfvrp_n010_m03_s05,10,3,2.000000,42,602.360076,406.212007,1414.784091,1414.784091,340.923866,0.000000,1,1,optimal,57746,622126,21,48.190468,
exact,hfvrp_n010_m03_s03,10,3,2.000000,42,671.729893,464.793331,1601.316555,1601.316555,425.188513,0.000000,1,1,optimal,74004,666108,13,55.606808,
exact,hfvrp_n015_m03_s05,15,3,2.000000,42,734.497084,644.118798,2022.734680,2022.733921,352.825609,0.000000,1,1,optimal,803524,14536011,23,1222.264591,
exact,hfvrp_n015_m03_s01,15,3,2.000000,42,642.387619,1031.157032,2704.701683,2704.699789,418.056740,0.000001,1,1,optimal,2870235,43365370,33,5516.470815,
exact,hfvrp_n015_m03_s02,15,3,2.000000,42,660.151480,959.052359,2578.256199,2260.757813,369.693351,0.123145,0,1,time_limit,8893968,113113639,23,18000.001262,
exact,hfvrp_n015_m03_s03,15,3,2.000000,42,532.308784,523.471010,1579.250804,1409.819048,336.962556,0.107286,0,1,time_limit,8697026,140391608,34,18000.001778,
exact,hfvrp_n015_m03_s04,15,3,2.000000,42,704.632524,1887.840354,4480.313232,3239.053364,403.518958,0.277048,0,1,time_limit,9304343,102403118,34,18000.002716,
exact,hfvrp_n020_m04_s01,20,4,2.000000,42,821.716828,639.755085,2101.226999,1617.462169,484.079248,0.230230,0,1,time_limit,4074901,85121971,37,18000.003519,
exact,hfvrp_n020_m04_s02,20,4,2.000000,42,871.311846,762.481233,2396.274311,1433.221750,516.395425,0.401896,0,1,time_limit,3939509,89968469,44,18000.003843,
exact,hfvrp_n020_m04_s03,20,4,2.000000,42,948.066168,1226.144133,3400.354434,1177.796837,462.677123,0.653625,0,1,time_limit,3882405,157465861,45,18000.003194,
exact,hfvrp_n020_m04_s04,20,4,2.000000,42,866.405818,1181.188854,3228.783526,1788.463320,507.487641,0.446088,0,1,time_limit,5866545,98348137,29,18000.003502,
exact,hfvrp_n020_m04_s05,20,4,2.000000,42,1016.806369,1009.830278,3036.466924,1572.226248,548.793994,0.482219,0,1,time_limit,5738979,85356680,26,18000.004989,
exact,hfvrp_n030_m06_s01,30,6,2.000000,42,1461.867920,1887.502699,5236.873318,1875.902754,682.168747,0.641790,0,1,time_limit,1400438,62721117,68,18000.009329,
