method,variant,instance,N,exact_status,exact_optimal,exact_cost,method_cost_mean,method_cost_best,delta_mean,delta_best,gap_mean_pct,gap_best_pct,runtime_mean
savings,,hfvrp_n005_m03_s05,5,optimal,1,738.3963,1052.7929,1052.7929,314.3965,314.3965,42.5783,42.5783,0.0000
savings,,hfvrp_n010_m03_s01,10,optimal,1,1058.3220,1236.9282,1236.9282,178.6062,178.6062,16.8764,16.8764,0.0000
savings,,hfvrp_n010_m03_s02,10,optimal,1,1364.9394,2080.4215,2080.4215,715.4821,715.4821,52.4186,52.4186,0.0000
savings,,hfvrp_n010_m03_s03,10,optimal,1,1601.3166,1731.0928,1731.0928,129.7762,129.7762,8.1043,8.1043,0.0000
savings,,hfvrp_n010_m03_s04,10,optimal,1,1355.5895,2140.6809,2140.6809,785.0914,785.0914,57.9151,57.9151,0.0000
savings,,hfvrp_n010_m03_s05,10,optimal,1,1414.7841,1670.1448,1670.1448,255.3607,255.3607,18.0494,18.0494,0.0000
savings,,hfvrp_n015_m03_s01,15,optimal,1,2704.7017,5621.8632,5621.8632,2917.1615,2917.1615,107.8552,107.8552,0.0001
savings,,hfvrp_n015_m03_s02,15,time_limit,0,2578.2562,4643.0054,4643.0054,2064.7492,2064.7492,80.0832,80.0832,0.0001
savings,,hfvrp_n015_m03_s03,15,time_limit,0,1579.2508,2022.2613,2022.2613,443.0105,443.0105,28.0519,28.0519,0.0001
savings,,hfvrp_n015_m03_s04,15,time_limit,0,4480.3132,9261.3009,9261.3009,4780.9876,4780.9876,106.7110,106.7110,0.0001
savings,,hfvrp_n015_m03_s05,15,optimal,1,2022.7347,2591.8284,2591.8284,569.0937,569.0937,28.1349,28.1349,0.0001
savings,,hfvrp_n020_m04_s01,20,time_limit,0,2101.2270,3703.0025,3703.0025,1601.7755,1601.7755,76.2305,76.2305,0.0001
savings,,hfvrp_n020_m04_s02,20,time_limit,0,2396.2743,3890.8801,3890.8801,1494.6058,1494.6058,62.3721,62.3721,0.0001
savings,,hfvrp_n020_m04_s03,20,time_limit,0,3400.3544,6647.6071,6647.6071,3247.2526,3247.2526,95.4975,95.4975,0.0002
savings,,hfvrp_n020_m04_s04,20,time_limit,0,3228.7835,6322.2110,6322.2110,3093.4275,3093.4275,95.8078,95.8078,0.0002
savings,,hfvrp_n020_m04_s05,20,time_limit,0,3036.4669,6707.0979,6707.0979,3670.6309,3670.6309,120.8849,120.8849,0.0001
savings,,hfvrp_n030_m06_s01,30,time_limit,0,5236.8733,8657.6166,8657.6166,3420.7433,3420.7433,65.3203,65.3203,0.0002
savings,,hfvrp_n030_m06_s02,30,time_limit,0,4531.7502,9215.2453,9215.2453,4683.4951,4683.4951,103.3485,103.3485,0.0002
savings,,hfvrp_n030_m06_s03,30,time_limit,0,3760.8985,6593.4931,6593.4931,2832.5946,2832.5946,75.3170,75.3170,0.0003
savings,,hfvrp_n030_m06_s04,30,time_limit,0,4243.1308,5086.9446,5086.9446,843.8138,843.8138,19.8866,19.8866,0.0004
savings,,hfvrp_n030_m06_s05,30,time_limit,0,3868.7517,7262.9319,7262.9319,3394.1802,3394.1802,87.7332,87.7332,0.0003
savings,,hfvrp_n050_m10_s01,50,time_limit,0,9133.6323,19684.8692,19684.8692,10551.2369,10551.2369,115.5207,115.5207,0.0012
savings,,hfvrp_n050_m10_s02,50,time_limit,0,19283.4970,30661.6615,30661.6615,11378.1646,11378.1646,59.0047,59.0047,0.0019
savings,,hfvrp_n050_m10_s03,50,time_limit,0,12736.7572,31081.8896,31081.8896,18345.1324,18345.1324,144.0330,144.0330,0.0008
savings,,hfvrp_n050_m10_s04,50,time_limit,0,10030.5940,23833.8347,23833.8347,13803.2407,13803.2407,137.6114,137.6114,0.0015
savings,,hfvrp_n050_m10_s05,50,time_limit,0,17609.8099,22330.8610,22330.8610,4721.0510,4721.0510,26.8092,26.8092,0.0008
savings,,hfvrp_n075_m15_s03,75,time_limit,0,31581.8479,37554.7693,37554.7693,5972.9213,5972.9213,18.9125,18.9125,0.0014
savings,,hfvrp_n075_m15_s04,75,time_limit,0,23430.0657,27368.0344,27368.0344,3937.9687,3937.9687,16.8073,16.8073,0.0019
savings,,hfvrp_n075_m15_s05,75,time_limit,0,23987.5675,27658.5263,27658.5263,3670.9589,3670.9589,15.3036,15.3036,0.0013
savings,,hfvrp_n100_m20_s05,100,time_limit,0,68042.3131,46847.3342,46847.3342,-21194.9789,-21194.9789,-31.1497,-31.1497,0.0141
savings,,pyvrp_X106_FSMD,105,time_limit,0,5079314.6302,4140400.5351,4140400.5351,-938914.0952,-938914.0952,-18.4851,-18.4851,0.0007
savings,,pyvrp_X120_FSMF,119,time_limit,0,4377147.6800,3364039.8636,3364039.8636,-1013107.8164,-1013107.8164,-23.1454,-23.1454,0.0010
tabu,,augerat_A_n32_k5,31,time_limit,0,9749.7887,11299.7286,11299.7286,1549.9399,1549.9399,15.8972,15.8972,0.0802
tabu,,augerat_A_n37_k5,36,time_limit,0,8594.0220,8683.4350,8683.4350,89.4130,89.4130,1.0404,1.0404,0.1523
tabu,,augerat_A_n45_k6,44,time_limit,0,13458.2811,13191.1191,13191.1191,-267.1620,-267.1620,-1.9851,-1.9851,0.2166
tabu,,augerat_A_n54_k7,53,time_limit,0,18953.6428,18105.7655,18105.7655,-847.8774,-847.8774,-4.4734,-4.4734,0.4371
tabu,,augerat_A_n60_k9,59,time_limit,0,20262.1567,20117.8667,20117.8667,-144.2900,-144.2900,-0.7121,-0.7121,0.4665
tabu,,augerat_A_n80_k10,79,time_limit,0,29865.8273,24854.7164,24854.7164,-5011.1109,-5011.1109,-16.7787,-16.7787,1.0310
tabu,,ex1_1v_feasible,2,optimal,1,184.1421,184.1421,184.1421,0.0000,0.0000,0.0000,0.0000,0.0000
tabu,,ex3_3v_all_feasible,3,optimal,1,202.0000,202.0000,202.0000,0.0000,0.0000,0.0000,0.0000,0.0000
tabu,,ex5_3v_one_used_feasible,3,optimal,1,215.7990,215.7990,215.7990,0.0000,0.0000,0.0000,0.0000,0.0001
tabu,,hfvrp_n001_m03_s01,1,optimal,1,424.0100,424.0100,424.0100,0.0000,0.0000,0.0000,0.0000,0.0003
tabu,,hfvrp_n001_m03_s02,1,optimal,1,257.4028,257.4028,257.4028,0.0000,0.0000,0.0000,0.0000,0.0002
tabu,,hfvrp_n001_m03_s03,1,optimal,1,130.4387,130.4387,130.4387,0.0000,0.0000,0.0000,0.0000,0.0002
tabu,,hfvrp_n001_m03_s04,1,optimal,1,122.3868,122.3868,122.3868,0.0000,0.0000,0.0000,0.0000,0.0002
tabu,,hfvrp_n001_m03_s05,1,optimal,1,158.1951,158.1951,158.1951,0.0000,0.0000,0.0000,0.0000,0.0002
tabu,,hfvrp_n002_m03_s01,2,optimal,1,1198.8680,1198.8680,1198.8680,0.0000,0.0000,0.0000,0.0000,0.0005
tabu,,hfvrp_n002_m03_s02,2,optimal,1,221.7195,221.7195,221.7195,0.0000,0.0000,0.0000,0.0000,0.0003
tabu,,hfvrp_n002_m03_s03,2,optimal,1,235.9858,235.9858,235.9858,0.0000,0.0000,0.0000,0.0000,0.0006
tabu,,hfvrp_n002_m03_s04,2,optimal,1,245.4430,245.4430,245.4430,0.0000,0.0000,0.0000,0.0000,0.0005
tabu,,hfvrp_n002_m03_s05,2,optimal,1,618.3112,618.3112,618.3112,0.0000,0.0000,0.0000,0.0000,0.0006
tabu,,hfvrp_n005_m03_s01,5,optimal,1,641.3516,641.3516,641.3516,0.0000,0.0000,0.0000,0.0000,0.0000
tabu,,hfvrp_n005_m03_s02,5,optimal,1,711.3085,711.3085,711.3085,0.0000,0.0000,0.0000,0.0000,0.0017
tabu,,hfvrp_n005_m03_s03,5,optimal,1,444.7348,444.7348,444.7348,0.0000,0.0000,0.0000,0.0000,0.0018
tabu,,hfvrp_n005_m03_s04,5,optimal,1,853.5332,853.5332,853.5332,0.0000,0.0000,0.0000,0.0000,0.0015
tabu,,hfvrp_n005_m03_s05,5,optimal,1,738.3963,747.9187,747.9187,9.5223,9.5223,1.2896,1.2896,0.0001
tabu,,hfvrp_n010_m03_s01,10,optimal,1,1058.3220,1058.3220,1058.3220,0.0000,0.0000,0.0000,0.0000,0.0051
tabu,,hfvrp_n010_m03_s02,10,optimal,1,1364.9394,1364.9394,1364.9394,0.0000,0.0000,0.0000,0.0000,0.0053
tabu,,hfvrp_n010_m03_s03,10,optimal,1,1601.3166,1601.3166,1601.3166,0.0000,0.0000,0.0000,0.0000,0.0006
tabu,,hfvrp_n010_m03_s04,10,optimal,1,1355.5895,1412.3687,1412.3687,56.7793,56.7793,4.1885,4.1885,0.0005
tabu,,hfvrp_n010_m03_s05,10,optimal,1,1414.7841,1421.3291,1421.3291,6.5450,6.5450,0.4626,0.4626,0.0004
tabu,,hfvrp_n015_m03_s01,15,optimal,1,2704.7017,2704.7017,2704.7017,0.0000,0.0000,0.0000,0.0000,0.0125
tabu,,hfvrp_n015_m03_s02,15,time_limit,0,2578.2562,2644.9019,2644.9019,66.6457,66.6457,2.5849,2.5849,0.0142
tabu,,hfvrp_n015_m03_s03,15,time_limit,0,1579.2508,1580.3483,1580.3483,1.0975,1.0975,0.0695,0.0695,0.0131
tabu,,hfvrp_n015_m03_s04,15,time_limit,0,4480.3132,4501.4797,4501.4797,21.1665,21.1665,0.4724,0.4724,0.0200
tabu,,hfvrp_n015_m03_s05,15,optimal,1,2022.7347,2075.7901,2075.7901,53.0555,53.0555,2.6230,2.6230,0.0119
tabu,,hfvrp_n020_m04_s01,20,time_limit,0,2101.2270,2130.5958,2130.5958,29.3688,29.3688,1.3977,1.3977,0.0322
tabu,,hfvrp_n020_m04_s02,20,time_limit,0,2396.2743,2401.5003,2401.5003,5.2260,5.2260,0.2181,0.2181,0.0371
tabu,,hfvrp_n020_m04_s03,20,time_limit,0,3400.3544,3400.3544,3400.3544,0.0000,0.0000,0.0000,0.0000,0.0343
