method,instance,runs,cost_mean,cost_std,runtime_mean
tabu,hfvrp_n050_m10_s01,12,7827.1550,0.0000,0.8940
tabu,hfvrp_n050_m10_s02,12,10764.8006,0.0000,0.6146
tabu,hfvrp_n050_m10_s03,12,9264.3494,0.0000,0.4385
tabu,hfvrp_n050_m10_s04,12,9529.0273,0.0000,0.8866
tabu,hfvrp_n050_m10_s05,12,8871.5519,0.0000,0.4492
tabu,hfvrp_n075_m15_s01,12,10521.5580,0.0000,1.2784
tabu,hfvrp_n075_m15_s02,12,15084.0714,0.0000,3.0318
tabu,hfvrp_n075_m15_s03,12,15643.3883,0.0000,1.4870
tabu,hfvrp_n075_m15_s04,12,14622.6842,0.0000,1.7837
tabu,hfvrp_n075_m15_s05,12,13931.4798,0.0000,1.6705
tabu,hfvrp_n100_m20_s01,12,20932.8484,0.0000,4.6382
tabu,hfvrp_n100_m20_s02,12,20383.7869,0.0000,7.4606
tabu,hfvrp_n100_m20_s03,12,17747.4373,0.0000,4.9821
tabu,hfvrp_n100_m20_s04,12,18393.5854,0.0000,3.3856
tabu,hfvrp_n100_m20_s05,12,19825.7706,0.0000,4.1574
tabu,hfvrp_n150_m30_s01,12,30885.6503,0.0000,15.3494
tabu,hfvrp_n150_m30_s02,12,29741.0840,0.0000,16.7268
tabu,hfvrp_n150_m30_s03,12,29765.5490,0.0000,22.1181
tabu,hfvrp_n150_m30_s04,12,33128.1092,0.0000,12.4801
tabu,hfvrp_n150_m30_s05,12,27895.7132,0.0000,15.9054
tabu,hfvrp_n200_m40_s01,12,45459.8082,0.0000,38.1641
tabu,hfvrp_n200_m40_s02,12,46299.2819,0.0000,40.8214
tabu,hfvrp_n200_m40_s03,12,52891.1830,0.0000,60.3753
tabu,hfvrp_n200_m40_s04,12,44012.2477,0.0000,48.8592
tabu,hfvrp_n200_m40_s05,12,46617.4295,0.0000,32.6371
tabu,pyvrp_X101_FSMFD,12,3708670.8118,0.0000,3.5971
tabu,pyvrp_X106_FSMD,12,3835481.0146,0.0000,2.5701
tabu,pyvrp_X110_HD,12,1962796.1084,0.0000,2.6746
tabu,pyvrp_X120_FSMF,12,3364039.8636,0.0000,1.8083
