method,N,runs,cost_mean,cost_std,gap_mean_pct,gap_std_pct,runtime_mean,runtime_std
ga,31,48,8469.3619,85.3157,31.3477,1.3231,2.1173,2.5392
ga,36,48,8361.8469,83.3909,37.3305,1.3696,2.4936,2.9979
ga,44,48,11744.1353,183.7731,13.3529,1.7738,3.1089,3.7449
ga,50,240,3506.9041,506.2212,22.5497,18.8261,3.4460,4.1400
ga,53,48,12950.9260,199.5462,3.5543,1.5956,3.7988,4.5683
ga,59,48,16394.0890,214.0603,12.0244,1.4627,4.3341,5.2351
ga,75,240,6348.0708,1404.1713,9.0386,22.3077,5.6425,6.7985
ga,79,48,18719.1433,336.0457,-0.5055,1.7861,5.9518,7.1573
ga,100,288,705441.2286,1561806.5244,9.3776,26.9057,7.9100,9.4981
ga,105,48,4186318.9447,465494.5863,,,8.0693,9.6643
ga,109,48,2502642.3438,464240.6888,,,8.4402,10.1570
ga,114,3,2382650.3222,100861.7955,,,22.0350,8.8500
ga,119,48,3416617.4427,310490.1519,,,8.4568,10.1183
ga,150,240,20926.3095,5868.7329,,,14.3026,17.1822
ga,200,240,35550.3708,10565.4222,,,26.6579,31.9335
savings,1,5,122.1824,23.6894,0.0000,0.0000,0.0000,0.0000
savings,2,6,207.0989,87.4536,3.9812,8.8052,0.0000,0.0000
savings,3,2,141.8345,22.1655,0.0000,0.0000,0.0000,0.0000
savings,5,5,399.1676,42.4116,6.1210,4.7769,0.0000,0.0000
savings,10,5,607.0935,31.3722,7.9926,5.7992,0.0000,0.0000
savings,15,5,849.3150,164.3008,19.1093,10.0492,0.0001,0.0000
savings,20,5,1038.9130,118.7715,20.3556,11.0245,0.0001,0.0000
savings,30,5,1620.3071,134.9576,15.6929,6.5700,0.0002,0.0001
savings,31,1,8426.1905,0.0000,30.6782,0.0000,0.0002,0.0000
savings,36,1,8210.9279,0.0000,34.8519,0.0000,0.0002,0.0000
savings,44,1,11455.5784,0.0000,10.5678,0.0000,0.0002,0.0000
savings,50,5,3429.7106,236.7099,19.7236,9.0572,0.0013,0.0008
savings,53,1,13526.8769,0.0000,8.1595,0.0000,0.0003,0.0000
savings,59,1,15325.4788,0.0000,4.7223,0.0000,0.0002,0.0000
savings,75,5,5153.3244,431.0479,-8.2234,2.4496,0.0013,0.0005
savings,79,1,17543.2293,0.0000,-6.7556,0.0000,0.0007,0.0000
savings,100,6,627429.0121,1385884.4228,-19.3747,7.7458,0.0041,0.0028
savings,105,1,4021449.7094,0.0000,,,0.0013,0.0000
savings,109,1,2240487.3599,0.0000,,,0.0021,0.0000
savings,119,1,3194120.5237,0.0000,,,0.0020,0.0000
savings,150,5,13643.4088,797.6169,,,0.0129,0.0046
savings,200,5,19967.8684,570.1407,,,0.0198,0.0044
tabu,1,60,122.1824,23.6894,0.0000,0.0000,0.0002,0.0001
tabu,2,72,196.3704,74.2032,0.0000,0.0000,0.0005,0.0003
tabu,3,24,141.8345,22.1655,0.0000,0.0000,0.0001,0.0000
tabu,5,60,379.7121,44.5891,0.7001,1.4002,0.0011,0.0010
tabu,10,60,562.8364,27.1098,0.0000,0.0000,0.0044,0.0025
tabu,15,60,729.6791,103.5747,2.6778,1.5497,0.0156,0.0111
tabu,20,60,903.9221,54.6925,4.9203,5.2906,0.0224,0.0086
tabu,30,60,1419.7704,52.3854,1.5406,3.7029,0.0844,0.0170
tabu,31,12,8417.7153,0.0000,30.5468,0.0000,0.0746,0.0019
tabu,36,12,8121.7200,0.0000,33.3868,0.0000,0.1455,0.0018
tabu,44,12,11377.2617,0.0000,9.8119,0.0000,0.2051,0.0014
tabu,50,60,2820.3396,146.8388,-1.5113,6.4645,0.2755,0.0685
tabu,53,12,12618.9865,0.0000,0.9001,0.0000,0.3141,0.0020
tabu,59,12,15246.6110,0.0000,4.1834,0.0000,0.4619,0.0064
tabu,75,60,4543.1565,327.2857,-21.6747,3.9835,1.7347,1.0588
tabu,79,12,17473.8806,0.0000,-7.1242,0.0000,1.0362,0.0046
tabu,100,72,617553.8562,1365469.3207,-27.4663,4.9152,2.7481,0.5769
tabu,105,12,3720964.5810,0.0000,,,2.5503,0.0118
tabu,109,12,1898675.9215,0.0000,,,2.6395,0.0338
tabu,119,12,3194120.5237,0.0000,,,1.7769,0.0316
tabu,150,60,12113.0181,539.0598,,,7.3825,1.5108
tabu,200,60,18677.5496,304.6952,,,26.6093,4.5580
