method,instance,N,M,beta,seed,cost_operational,cost_priority,cost_total,lower_bound,root_lp_bound,gap,optimal,feasible,status,num_nodes,num_iterations,num_solutions,runtime_sec,variant
savings,ex1_1v_feasible,2,1,0.100000,42,84.142136,50.000000,89.142136,0.000000,,,0,1,,,,,0.000013,
savings,ex2_1v_infeasible,2,1,0.100000,42,70.000000,0.000000,70.000000,0.000000,,,0,0,,,,,0.000005,
savings,ex3_3v_all_feasible,3,3,0.100000,42,162.000000,20.000000,164.000000,0.000000,,,0,1,,,,,0.000011,
savings,ex4_3v_infeasible,4,3,0.100000,42,141.798990,0.000000,141.798990,0.000000,,,0,0,,,,,0.000017,
savings,hfvrp_n001_m03_s01,1,3,0.100000,42,87.334995,168.337487,104.168743,0.000000,,,0,1,,,,,0.000009,
savings,ex5_3v_one_used_feasible,3,3,0.100000,42,107.597980,120.710678,119.669048,0.000000,,,0,1,,,,,0.000017,
savings,hfvrp_n001_m03_s02,1,3,0.100000,42,156.310634,50.546098,161.365244,0.000000,,,0,1,,,,,0.000006,
savings,hfvrp_n001_m03_s03,1,3,0.100000,42,130.438737,0.000000,130.438737,0.000000,,,0,1,,,,,0.000009,
savings,hfvrp_n001_m03_s04,1,3,0.100000,42,122.386776,0.000000,122.386776,0.000000,,,0,1,,,,,0.000020,
savings,hfvrp_n001_m03_s05,1,3,0.100000,42,89.097550,34.548775,92.552427,0.000000,,,0,1,,,,,0.000006,
savings,hfvrp_n002_m03_s01,2,3,0.100000,42,262.852855,468.007587,309.653613,0.000000,,,0,1,,,,,0.000016,
savings,hfvrp_n002_m03_s02,2,3,0.100000,42,139.033247,41.343143,143.167561,0.000000,,,0,1,,,,,0.000019,
savings,hfvrp_n002_m03_s03,2,3,0.100000,42,185.309216,25.338303,187.843046,0.000000,,,0,1,,,,,0.000008,
savings,hfvrp_n002_m03_s04,2,3,0.100000,42,174.940044,35.445494,178.484594,0.000000,,,0,1,,,,,0.000013,
savings,hfvrp_n002_m03_s05,2,3,0.100000,42,302.671304,316.313399,334.302644,0.000000,,,0,1,,,,,0.000004,
savings,hfvrp_n005_m03_s01,5,3,0.100000,42,350.283936,145.533835,364.837319,0.000000,,,0,1,,,,,0.000036,
savings,hfvrp_n005_m03_s02,5,3,0.100000,42,359.865479,294.868617,389.352340,0.000000,,,0,1,,,,,0.000017,
savings,hfvrp_n005_m03_s03,5,3,0.100000,42,461.844903,0.000000,461.844903,0.000000,,,0,1,,,,,0.000028,
savings,hfvrp_n005_m03_s04,5,3,0.100000,42,315.249666,321.157361,347.365402,0.000000,,,0,1,,,,,0.000042,
savings,hfvrp_n005_m03_s05,5,3,0.100000,42,383.805582,486.322908,432.437873,0.000000,,,0,1,,,,,0.000036,
savings,hfvrp_n010_m03_s01,10,3,0.100000,42,573.279282,331.824464,606.461729,0.000000,,,0,1,,,,,0.000061,
savings,hfvrp_n010_m03_s02,10,3,0.100000,42,537.829798,824.734674,620.303265,0.000000,,,0,1,,,,,0.000026,
savings,hfvrp_n010_m03_s03,10,3,0.100000,42,536.207835,877.959782,624.003813,0.000000,,,0,1,,,,,0.000027,
savings,hfvrp_n010_m03_s04,10,3,0.100000,42,560.288925,769.238058,637.212731,0.000000,,,0,1,,,,,0.000033,
savings,hfvrp_n010_m03_s05,10,3,0.100000,42,481.969273,655.167646,547.486037,0.000000,,,0,1,,,,,0.000017,
savings,hfvrp_n015_m03_s01,15,3,0.100000,42,608.146058,2857.753978,893.921456,0.000000,,,0,1,,,,,0.000044,
savings,hfvrp_n015_m03_s02,15,3,0.100000,42,536.153014,2679.028517,804.055865,0.000000,,,0,1,,,,,0.000052,
savings,hfvrp_n015_m03_s03,15,3,0.100000,42,562.652710,1210.323561,683.685066,0.000000,,,0,1,,,,,0.000074,
savings,hfvrp_n015_m03_s04,15,3,0.100000,42,643.985184,5002.226823,1144.207866,0.000000,,,0,1,,,,,0.000071,
savings,hfvrp_n015_m03_s05,15,3,0.100000,42,588.643437,1320.613601,720.704797,0.000000,,,0,1,,,,,0.000045,
savings,hfvrp_n020_m04_s01,20,4,0.100000,42,703.706380,2244.992301,928.205610,0.000000,,,0,1,,,,,0.000044,
savings,hfvrp_n020_m04_s02,20,4,0.100000,42,673.766614,1897.322362,863.498850,0.000000,,,0,1,,,,,0.000078,
savings,hfvrp_n020_m04_s03,20,4,0.100000,42,702.030946,4361.666871,1138.197633,0.000000,,,0,1,,,,,0.000035,
savings,hfvrp_n020_m04_s04,20,4,0.100000,42,828.310213,3139.121742,1142.222387,0.000000,,,0,1,,,,,0.000062,
savings,hfvrp_n020_m04_s05,20,4,0.100000,42,779.506283,3429.340529,1122.440336,0.000000,,,0,1,,,,,0.000077,
savings,hfvrp_n030_m06_s01,30,6,0.100000,42,1453.760906,4263.140139,1880.074920,0.000000,,,0,1,,,,,0.000279,
savings,hfvrp_n030_m06_s02,30,6,0.100000,42,1065.530957,4373.148777,1502.845835,0.000000,,,0,1,,,,,0.000136,
savings,hfvrp_n030_m06_s03,30,6,0.100000,42,1295.448674,2852.980146,1580.746688,0.000000,,,0,1,,,,,0.000255,
savings,hfvrp_n030_m06_s04,30,6,0.100000,42,1270.689459,2598.524843,1530.541943,0.000000,,,0,1,,,,,0.000082,
savings,hfvrp_n030_m06_s05,30,6,0.100000,42,1252.670393,3546.559261,1607.326319,0.000000,,,0,1,,,,,0.000085,
savings,hfvrp_n050_m10_s01,50,10,0.100000,42,2214.391177,9755.567058,3189.947883,0.000000,,,0,1,,,,,0.002555,
savings,hfvrp_n050_m10_s02,50,10,0.100000,42,2313.843691,15417.545594,3855.598250,0.000000,,,0,1,,,,,0.000444,
savings,hfvrp_n050_m10_s03,50,10,0.100000,42,2006.057795,14990.638322,3505.121627,0.000000,,,0,1,,,,,0.000784,
savings,hfvrp_n050_m10_s04,50,10,0.100000,42,2038.035914,12344.108001,3272.446714,0.000000,,,0,1,,,,,0.001798,
savings,hfvrp_n050_m10_s05,50,10,0.100000,42,2242.948583,10824.898607,3325.438444,0.000000,,,0,1,,,,,0.000730,
savings,hfvrp_n075_m15_s01,75,15,0.100000,42,3542.613359,10450.525873,4587.665946,0.000000,,,0,1,,,,,0.002283,
savings,hfvrp_n075_m15_s02,75,15,0.100000,42,3998.328102,13782.009587,5376.529061,0.000000,,,0,1,,,,,0.000871,
savings,hfvrp_n075_m15_s03,75,15,0.100000,42,3976.217053,16831.463240,5659.363377,0.000000,,,0,1,,,,,0.001163,
savings,hfvrp_n075_m15_s04,75,15,0.100000,42,4150.873481,13012.934522,5452.166933,0.000000,,,0,1,,,,,0.000995,
savings,hfvrp_n075_m15_s05,75,15,0.100000,42,3461.198532,12296.982083,4690.896740,0.000000,,,0,1,,,,,0.000942,
savings,hfvrp_n100_m20_s01,100,20,0.100000,42,5820.132626,18571.307832,7677.263409,0.000000,,,0,1,,,,,0.009221,
savings,hfvrp_n100_m20_s02,100,20,0.100000,42,4922.346468,25194.423741,7441.788842,0.000000,,,0,1,,,,,0.002394,
savings,hfvrp_n100_m20_s03,100,20,0.100000,42,5549.880976,21077.484192,7657.629395,0.000000,,,0,1,,,,,0.002165,
savings,hfvrp_n100_m20_s04,100,20,0.100000,42,5357.584972,24469.114979,7804.496470,0.000000,,,0,1,,,,,0.005299,
savings,hfvrp_n100_m20_s05,100,20,0.100000,42,5340.545901,22915.671186,7632.113019,0.000000,,,0,1,,,,,0.004750,
savings,hfvrp_n150_m30_s01,150,30,0.100000,42,9296.120643,46624.309477,13958.551591,0.000000,,,0,1,,,,,0.013456,
savings,hfvrp_n150_m30_s02,150,30,0.100000,42,9422.372502,40650.847926,13487.457294,0.000000,,,0,1,,,,,0.005769,
savings,hfvrp_n150_m30_s03,150,30,0.100000,42,10002.090943,40920.018801,14094.092823,0.000000,,,0,1,,,,,0.019883,
savings,hfvrp_n150_m30_s04,150,30,0.100000,42,9714.740651,47787.712130,14493.511864,0.000000,,,0,1,,,,,0.010944,
savings,hfvrp_n150_m30_s05,150,30,0.100000,42,9270.762581,29126.680946,12183.430676,0.000000,,,0,1,,,,,0.014660,
savings,hfvrp_n200_m40_s01,200,40,0.100000,42,14473.739303,48322.358945,19305.975198,0.000000,,,0,1,,,,,0.014114,
savings,hfvrp_n200_m40_s02,200,40,0.100000,42,15547.617306,48088.913197,20356.508626,0.000000,,,0,1,,,,,0.020310,
savings,hfvrp_n200_m40_s03,200,40,0.100000,42,14741.199617,53501.762050,20091.375822,0.000000,,,0,1,,,,,0.015601,
savings,hfvrp_n200_m40_s04,200,40,0.100000,42,16556.308377,41969.580745,20753.266452,0.000000,,,0,1,,,,,0.025295,
savings,hfvrp_n200_m40_s05,200,40,0.100000,42,15781.207802,35510.079772,19332.215779,0.000000,,,0,1,,,,,0.023571,
savings,augerat_A_n32_k5,31,8,0.100000,42,8249.783631,1764.068324,8426.190464,0.000000,,,0,1,,,,,0.000167,
savings,augerat_A_n37_k5,36,8,0.100000,42,8114.013029,969.148754,8210.927904,0.000000,,,0,1,,,,,0.000223,
savings,augerat_A_n45_k6,44,8,0.100000,42,11345.316883,1102.614907,11455.578374,0.000000,,,0,1,,,,,0.000151,
savings,augerat_A_n54_k7,53,8,0.100000,42,13248.013164,2788.636877,13526.876852,0.000000,,,0,1,,,,,0.000252,
savings,augerat_A_n60_k9,59,10,0.100000,42,15067.411647,2580.671928,15325.478840,0.000000,,,0,1,,,,,0.000210,
savings,augerat_A_n80_k10,79,11,0.100000,42,17043.559431,4996.698579,17543.229289,0.000000,,,0,1,,,,,0.000675,
savings,pyvrp_X101_FSMFD,100,26,0.100000,42,3723016.307644,33444.735460,3726360.781190,0.000000,,,0,1,,,,,0.000597,
savings,pyvrp_X106_FSMD,105,16,0.100000,42,4015189.139603,62605.697726,4021449.709375,0.000000,,,0,1,,,,,0.001254,
savings,pyvrp_X110_HD,109,13,0.100000,42,2236533.047539,39543.123953,2240487.359935,0.000000,,,0,1,,,,,0.002080,
savings,pyvrp_X115_HVRP,114,18,0.100000,42,2187988.031936,45479.132043,2192535.945140,0.000000,,,0,0,,,,,0.000908,
savings,pyvrp_X120_FSMF,119,12,0.100000,42,3185104.723963,90157.997148,3194120.523678,0.000000,,,0,1,,,,,0.002010,
tabu,ex1_1v_feasible,2,1,0.100000,1788146450566207862,84.142136,50.000000,89.142136,0.000000,,,0,1,,,,,0.000011,
tabu,ex2_1v_infeasible,2,1,0.100000,1788146472043657567,70.000000,0.000000,70.000000,0.000000,,,0,0,,,,,0.000009,
tabu,ex3_3v_all_feasible,3,3,0.100000,1788146429097796161,162.000000,20.000000,164.000000,0.000000,,,0,1,,,,,0.000031,
tabu,ex4_3v_infeasible,4,3,0.100000,1788146240120120711,141.798990,0.000000,141.798990,0.000000,,,0,0,,,,,0.000026,
tabu,hfvrp_n001_m03_s01,1,3,0.100000,1788146257302321652,87.334995,168.337487,104.168743,0.000000,,,0,1,,,,,0.000175,
tabu,ex5_3v_one_used_feasible,3,3,0.100000,1788146214353560813,107.597980,120.710678,119.669048,0.000000,,,0,1,,,,,0.000043,
tabu,hfvrp_n001_m03_s01,1,3,0.100000,1,87.334995,168.337487,104.168743,0.000000,,,0,1,,,,,0.000269,
tabu,ex1_1v_feasible,2,1,0.100000,1,84.142136,50.000000,89.142136,0.000000,,,0,1,,,,,0.000026,
tabu,ex2_1v_infeasible,2,1,0.100000,1,70.000000,0.000000,70.000000,0.000000,,,0,0,,,,,0.000051,
tabu,ex5_3v_one_used_feasible,3,3,0.100000,1,107.597980,120.710678,119.669048,0.000000,,,0,1,,,,,0.000042,
tabu,ex3_3v_all_feasible,3,3,0.100000,1,162.000000,20.000000,164.000000,0.000000,,,0,1,,,,,0.000026,
tabu,ex4_3v_infeasible,4,3,0.100000,1,141.798990,0.000000,141.798990,0.000000,,,0,0,,,,,0.000067,
tabu,hfvrp_n001_m03_s01,1,3,0.100000,10,87.334995,168.337487,104.168743,0.000000,,,0,1,,,,,0.000161,
tabu,ex1_1v_feasible,2,1,0.100000,10,84.142136,50.000000,89.142136,0.000000,,,0,1,,,,,0.000006,
tabu,ex2_1v_infeasible,2,1,0.100000,10,70.000000,0.000000,70.000000,0.000000,,,0,0,,,,,0.000034,
tabu,hfvrp_n001_m03_s01,1,3,0.100000,50,87.334995,168.337487,104.168743,0.000000,,,0,1,,,,,0.000360,
tabu,ex5_3v_one_used_feasible,3,3,0.100000,10,107.597980,120.710678,119.669048,0.000000,,,0,1,,,,,0.000046,
tabu,ex3_3v_all_feasible,3,3,0.100000,10,162.000000,20.000000,164.000000,0.000000,,,0,1,,,,,0.000031,
tabu,ex4_3v_infeasible,4,3,0.100000,10,141.798990,0.000000,141.798990,0.000000,,,0,0,,,,,0.000052,
tabu,ex1_1v_feasible,2,1,0.100000,50,84.142136,50.000000,89.142136,0.000000,,,0,1,,,,,0.000006,
tabu,ex2_1v_infeasible,2,1,0.100000,50,70.000000,0.000000,70.000000,0.000000,,,0,0,,,,,0.000011,
tabu,hfvrp_n001_m03_s01,1,3,0.100000,75,87.334995,168.337487,104.168743,0.000000,,,0,1,,,,,0.000133,
tabu,ex5_3v_one_used_feasible,3,3,0.100000,50,107.597980,120.710678,119.669048,0.000000,,,0,1,,,,,0.000131,
tabu,ex3_3v_all_feasible,3,3,0.100000,50,162.000000,20.000000,164.000000,0.000000,,,0,1,,,,,0.000066,
tabu,ex1_1v_feasible,2,1,0.100000,75,84.142136,50.000000,89.142136,0.000000,,,0,1,,,,,0.000005,
tabu,ex2_1v_infeasible,2,1,0.100000,75,70.000000,0.000000,70.000000,0.000000,,,0,0,,,,,0.000020,
tabu,hfvrp_n001_m03_s01,1,3,0.100000,100,87.334995,168.337487,104.168743,0.000000,,,0,1,,,,,0.000232,
tabu,ex4_3v_infeasible,4,3,0.100000,50,141.798990,0.000000,141.798990,0.000000,,,0,0,,,,,0.000042,
tabu,hfvrp_n001_m03_s01,1,3,0.100000,200,87.334995,168.337487,104.168743,0.000000,,,0,1,,,,,0.000418,
tabu,ex1_1v_feasible,2,1,0.100000,100,84.142136,50.000000,89.142136,0.000000,,,0,1,,,,,0.000011,
tabu,ex2_1v_infeasible,2,1,0.100000,100,70.000000,0.000000,70.000000,0.000000,,,0,0,,,,,0.000008,
tabu,ex5_3v_one_used_feasible,3,3,0.100000,75,107.597980,120.710678,119.669048,0.000000,,,0,1,,,,,0.000133,
tabu,ex3_3v_all_feasible,3,3,0.100000,75,162.000000,20.000000,164.000000,0.000000,,,0,1,,,,,0.000092,
tabu,hfvrp_n001_m03_s01,1,3,0.100000,999,87.334995,168.337487,104.168743,0.000000,,,0,1,,,,,0.000358,
tabu,ex4_3v_infeasible,4,3,0.100000,75,141.798990,0.000000,141.798990,0.000000,,,0,0,,,,,0.000074,
tabu,ex1_1v_feasible,2,1,0.100000,200,84.142136,50.000000,89.142136,0.000000,,,0,1,,,,,0.000005,
