method,instance,runs,cost_mean,cost_std,runtime_mean
exact,hfvrp_n030_m06_s03,1,1400.1181,0,18000.0031
exact,hfvrp_n030_m06_s04,1,1336.8445,0,18000.0097
exact,hfvrp_n030_m06_s05,1,1352.6565,0,18000.0105
exact,hfvrp_n050_m10_s01,1,2896.9136,0,11284.8493
exact,hfvrp_n050_m10_s02,1,3358.6518,0,11084.4188
exact,hfvrp_n050_m10_s03,1,2562.9194,0,18000.0124
exact,hfvrp_n050_m10_s04,1,2757.0699,0,10479.2350
exact,hfvrp_n050_m10_s05,1,2812.1894,0,9767.3933
exact,hfvrp_n075_m15_s01,1,4938.4018,0,15181.1255
exact,hfvrp_n075_m15_s03,1,6017.0971,0,14751.1727
exact,hfvrp_n075_m15_s04,1,6169.1956,0,15888.8301
exact,hfvrp_n100_m20_s01,1,11354.2647,0,18000.1494
exact,hfvrp_n100_m20_s02,1,9230.7442,0,18000.1663
exact,hfvrp_n100_m20_s03,1,8856.8443,0,18000.1254
exact,hfvrp_n100_m20_s04,1,8655.2941,0,18000.1355
exact,hfvrp_n100_m20_s05,1,9752.1488,0,18000.1194
ga,augerat_A_n32_k5,48,8469.3619,85.3157,2.1173
ga,augerat_A_n37_k5,48,8361.8469,83.3909,2.4936
ga,augerat_A_n45_k6,48,11744.1353,183.7731,3.1089
ga,augerat_A_n54_k7,48,12950.9260,199.5462,3.7988
ga,augerat_A_n60_k9,48,16394.0890,214.0603,4.3341
ga,augerat_A_n80_k10,48,18719.1433,336.0457,5.9518
ga,ex1_1v_feasible,48,89.1421,0.0000,0.3007
ga,ex3_3v_all_feasible,48,164.0000,0.0000,0.4003
ga,ex5_3v_one_used_feasible,48,119.6690,0.0000,0.3892
ga,hfvrp_n001_m03_s01,48,104.1687,0.0000,0.2466
ga,hfvrp_n001_m03_s02,48,161.3652,0.0000,0.2474
ga,hfvrp_n001_m03_s03,48,130.4387,0.0000,0.2459
ga,hfvrp_n001_m03_s04,48,122.3868,0.0000,0.2463
ga,hfvrp_n001_m03_s05,48,92.5524,0.0000,0.2473
ga,hfvrp_n002_m03_s01,48,309.6536,0.0000,0.3285
ga,hfvrp_n002_m03_s02,48,143.1676,0.0000,0.3172
ga,hfvrp_n002_m03_s03,48,187.8430,0.0000,0.3269
ga,hfvrp_n002_m03_s04,48,178.4846,0.0000,0.3171
ga,hfvrp_n002_m03_s05,48,334.3026,0.0000,0.3176
ga,hfvrp_n005_m03_s01,48,364.8373,0.0000,0.4820
ga,hfvrp_n005_m03_s02,48,384.2268,0.0000,0.4827
ga,hfvrp_n005_m03_s03,48,444.7348,0.0000,0.4864
ga,hfvrp_n005_m03_s04,48,307.3241,0.0000,0.4867
ga,hfvrp_n005_m03_s05,48,392.5390,1.5566,0.4842
ga,hfvrp_n010_m03_s01,48,564.3878,6.1612,0.7426
ga,hfvrp_n010_m03_s02,48,593.3439,3.9808,0.7611
ga,hfvrp_n010_m03_s03,48,624.0038,0.0000,0.7461
ga,hfvrp_n010_m03_s04,48,593.4799,0.0000,0.7438
ga,hfvrp_n010_m03_s05,48,654.3495,51.9692,0.7395
ga,hfvrp_n015_m03_s01,48,835.4288,17.9620,0.9945
ga,hfvrp_n015_m03_s02,48,794.5275,6.2939,1.0000
ga,hfvrp_n015_m03_s03,48,627.3395,0.0000,1.0048
ga,hfvrp_n015_m03_s04,48,1048.0642,7.5715,1.0121
ga,hfvrp_n015_m03_s05,48,725.4902,8.8958,1.0067
ga,hfvrp_n020_m04_s01,48,855.7008,21.5904,1.3288
ga,hfvrp_n020_m04_s02,48,861.1966,12.1577,1.3204
ga,hfvrp_n020_m04_s03,48,1001.8799,46.8602,1.3205
ga,hfvrp_n020_m04_s04,48,1048.8087,35.2471,1.3298
ga,hfvrp_n020_m04_s05,48,989.9606,31.9124,1.3346
ga,hfvrp_n030_m06_s01,48,1794.6402,119.3578,1.9999
ga,hfvrp_n030_m06_s02,48,1560.9441,84.9510,1.9870
ga,hfvrp_n030_m06_s03,48,1583.9058,132.1359,1.9635
ga,hfvrp_n030_m06_s04,48,1668.9498,204.7209,1.9960
ga,hfvrp_n030_m06_s05,48,1602.8268,174.6900,2.0028
ga,hfvrp_n050_m10_s01,48,3341.6856,369.9475,3.4021
ga,hfvrp_n050_m10_s02,48,3698.6941,564.2062,3.5091
ga,hfvrp_n050_m10_s03,48,3340.2500,460.7919,3.4384
ga,hfvrp_n050_m10_s04,48,3590.2558,514.9228,3.4330
ga,hfvrp_n050_m10_s05,48,3563.6351,496.6033,3.4472
ga,hfvrp_n075_m15_s01,48,5171.6976,1023.9866,5.6264
ga,hfvrp_n075_m15_s02,48,6637.1901,1277.4619,5.6338
ga,hfvrp_n075_m15_s03,48,6806.8539,1381.5365,5.6280
ga,hfvrp_n075_m15_s04,48,6740.8683,1380.0521,5.6818
ga,hfvrp_n075_m15_s05,48,6383.7440,1237.4781,5.6423
ga,hfvrp_n100_m20_s01,48,10576.5847,2326.1102,7.8047
ga,hfvrp_n100_m20_s02,48,10445.2693,2469.7650,7.7841
ga,hfvrp_n100_m20_s03,48,10393.4464,2517.7661,7.8004
ga,hfvrp_n100_m20_s04,48,9962.2676,2249.7270,7.8053
ga,hfvrp_n100_m20_s05,48,10545.0004,2437.7058,7.8025
ga,hfvrp_n150_m30_s01,48,20897.6232,5882.6131,14.3453
ga,hfvrp_n150_m30_s02,48,19744.1041,5334.3613,14.3720
ga,hfvrp_n150_m30_s03,48,21565.2686,5575.5150,14.2778
ga,hfvrp_n150_m30_s04,48,22673.7696,6190.6515,14.3247
ga,hfvrp_n150_m30_s05,48,19750.7819,5787.6480,14.1930
ga,hfvrp_n200_m40_s01,48,35725.2844,10862.3179,26.7776
ga,hfvrp_n200_m40_s02,48,34605.2375,10361.3065,26.7232
ga,hfvrp_n200_m40_s03,48,36613.2158,11202.7706,26.5974
ga,hfvrp_n200_m40_s04,48,35369.1505,9851.4705,26.8815
ga,hfvrp_n200_m40_s05,48,35438.9659,10399.1253,26.3098
ga,pyvrp_X101_FSMFD,48,4180724.8033,377218.1200,8.4630
ga,pyvrp_X106_FSMD,48,4186318.9447,465494.5863,8.0693
ga,pyvrp_X110_HD,48,2502642.3438,464240.6888,8.4402
ga,pyvrp_X115_HVRP,3,2382650.3222,100861.7955,22.0350
ga,pyvrp_X120_FSMF,48,3416617.4427,310490.1519,8.4568
savings,augerat_A_n32_k5,1,8426.1905,0,0.0002
savings,augerat_A_n37_k5,1,8210.9279,0,0.0002
savings,augerat_A_n45_k6,1,11455.5784,0,0.0002
savings,augerat_A_n54_k7,1,13526.8769,0,0.0003
savings,augerat_A_n60_k9,1,15325.4788,0,0.0002
savings,augerat_A_n80_k10,1,17543.2293,0,0.0007
savings,ex1_1v_feasible,1,89.1421,0,0.0000
savings,ex3_3v_all_feasible,1,164.0000,0,0.0000
savings,ex5_3v_one_used_feasible,1,119.6690,0,0.0000
savings,hfvrp_n001_m03_s01,1,104.1687,0,0.0000
savings,hfvrp_n001_m03_s02,1,161.3652,0,0.0000
savings,hfvrp_n001_m03_s03,1,130.4387,0,0.0000
savings,hfvrp_n001_m03_s04,1,122.3868,0,0.0000
savings,hfvrp_n001_m03_s05,1,92.5524,0,0.0000
savings,hfvrp_n002_m03_s01,1,309.6536,0,0.0000
savings,hfvrp_n002_m03_s02,1,143.1676,0,0.0000
savings,hfvrp_n002_m03_s03,1,187.8430,0,0.0000
savings,hfvrp_n002_m03_s04,1,178.4846,0,0.0000
savings,hfvrp_n002_m03_s05,1,334.3026,0,0.0000
savings,hfvrp_n005_m03_s01,1,364.8373,0,0.0000
savings,hfvrp_n005_m03_s02,1,389.3523,0,0.0000
savings,hfvrp_n005_m03_s03,1,461.8449,0,0.0000
savings,hfvrp_n005_m03_s04,1,347.3654,0,0.0000
savings,hfvrp_n005_m03_s05,1,432.4379,0,0.0000
savings,hfvrp_n010_m03_s01,1,606.4617,0,0.0001
savings,hfvrp_n010_m03_s02,1,620.3033,0,0.0000
savings,hfvrp_n010_m03_s03,1,624.0038,0,0.0000
savings,hfvrp_n010_m03_s04,1,637.2127,0,0.0000
savings,hfvrp_n010_m03_s05,1,547.4860,0,0.0000
savings,hfvrp_n015_m03_s01,1,893.9215,0,0.0000
savings,hfvrp_n015_m03_s02,1,804.0559,0,0.0001
savings,hfvrp_n015_m03_s03,1,683.6851,0,0.0001
savings,hfvrp_n015_m03_s04,1,1144.2079,0,0.0001
savings,hfvrp_n015_m03_s05,1,720.7048,0,0.0000
savings,hfvrp_n020_m04_s01,1,928.2056,0,0.0000
savings,hfvrp_n020_m04_s02,1,863.4988,0,0.0001
savings,hfvrp_n020_m04_s03,1,1138.1976,0,0.0000
savings,hfvrp_n020_m04_s04,1,1142.2224,0,0.0001
savings,hfvrp_n020_m04_s05,1,1122.4403,0,0.0001
savings,hfvrp_n030_m06_s01,1,1880.0749,0,0.0003
savings,hfvrp_n030_m06_s02,1,1502.8458,0,0.0001
savings,hfvrp_n030_m06_s03,1,1580.7467,0,0.0003
savings,hfvrp_n030_m06_s04,1,1530.5419,0,0.0001
savings,hfvrp_n030_m06_s05,1,1607.3263,0,0.0001
savings,hfvrp_n050_m10_s01,1,3189.9479,0,0.0026
savings,hfvrp_n050_m10_s02,1,3855.5983,0,0.0004
savings,hfvrp_n050_m10_s03,1,3505.1216,0,0.0008
savings,hfvrp_n050_m10_s04,1,3272.4467,0,0.0018
savings,hfvrp_n050_m10_s05,1,3325.4384,0,0.0007
savings,hfvrp_n075_m15_s01,1,4587.6659,0,0.0023
savings,hfvrp_n075_m15_s02,1,5376.5291,0,0.0009
savings,hfvrp_n075_m15_s03,1,5659.3634,0,0.0012
savings,hfvrp_n075_m15_s04,1,5452.1669,0,0.0010
savings,hfvrp_n075_m15_s05,1,4690.8967,0,0.0009
savings,hfvrp_n100_m20_s01,1,7677.2634,0,0.0092
savings,hfvrp_n100_m20_s02,1,7441.7888,0,0.0024
savings,hfvrp_n100_m20_s03,1,7657.6294,0,0.0022
savings,hfvrp_n100_m20_s04,1,7804.4965,0,0.0053
savings,hfvrp_n100_m20_s05,1,7632.1130,0,0.0047
savings,hfvrp_n150_m30_s01,1,13958.5516,0,0.0135
savings,hfvrp_n150_m30_s02,1,13487.4573,0,0.0058
savings,hfvrp_n150_m30_s03,1,14094.0928,0,0.0199
savings,hfvrp_n150_m30_s04,1,14493.5119,0,0.0109
savings,hfvrp_n150_m30_s05,1,12183.4307,0,0.0147
savings,hfvrp_n200_m40_s01,1,19305.9752,0,0.0141
savings,hfvrp_n200_m40_s02,1,20356.5086,0,0.0203
savings,hfvrp_n200_m40_s03,1,20091.3758,0,0.0156
savings,hfvrp_n200_m40_s04,1,20753.2665,0,0.0253
savings,hfvrp_n200_m40_s05,1,19332.2158,0,0.0236
savings,pyvrp_X101_FSMFD,1,3726360.7812,0,0.0006
savings,pyvrp_X106_FSMD,1,4021449.7094,0,0.0013
savings,pyvrp_X110_HD,1,2240487.3599,0,0.0021
savings,pyvrp_X120_FSMF,1,3194120.5237,0,0.0020
tabu,augerat_A_n32_k5,12,8417.7153,0.0000,0.0746
tabu,augerat_A_n37_k5,12,8121.7200,0.0000,0.1455
tabu,augerat_A_n45_k6,12,11377.2617,0.0000,0.2051
tabu,augerat_A_n54_k7,12,12618.9865,0.0000,0.3141
tabu,augerat_A_n60_k9,12,15246.6110,0.0000,0.4619
tabu,augerat_A_n80_k10,12,17473.8806,0.0000,1.0362
tabu,ex1_1v_feasible,12,89.1421,0.0000,0.0000
tabu,ex3_3v_all_feasible,12,164.0000,0.0000,0.0001
tabu,ex5_3v_one_used_feasible,12,119.6690,0.0000,0.0001
tabu,hfvrp_n001_m03_s01,12,104.1687,0.0000,0.0002
tabu,hfvrp_n001_m03_s02,12,161.3652,0.0000,0.0002
tabu,hfvrp_n001_m03_s03,12,130.4387,0.0000,0.0002
tabu,hfvrp_n001_m03_s04,12,122.3868,0.0000,0.0002
tabu,hfvrp_n001_m03_s05,12,92.5524,0.0000,0.0002
tabu,hfvrp_n002_m03_s01,12,309.6536,0.0000,0.0006
tabu,hfvrp_n002_m03_s02,12,143.1676,0.0000,0.0003
tabu,hfvrp_n002_m03_s03,12,187.8430,0.0000,0.0005
tabu,hfvrp_n002_m03_s04,12,178.0966,0.0000,0.0006
tabu,hfvrp_n002_m03_s05,12,270.3196,0.0000,0.0006
tabu,hfvrp_n005_m03_s01,12,364.8373,0.0000,0.0001
tabu,hfvrp_n005_m03_s02,12,389.3523,0.0000,0.0016
tabu,hfvrp_n005_m03_s03,12,444.7348,0.0000,0.0017
tabu,hfvrp_n005_m03_s04,12,307.3241,0.0000,0.0020
tabu,hfvrp_n005_m03_s05,12,392.3119,0.0000,0.0003
tabu,hfvrp_n010_m03_s01,12,538.8811,0.0000,0.0059
tabu,hfvrp_n010_m03_s02,12,542.6038,0.0000,0.0040
tabu,hfvrp_n010_m03_s03,12,611.0912,0.0000,0.0005
tabu,hfvrp_n010_m03_s04,12,574.1201,0.0000,0.0062
tabu,hfvrp_n010_m03_s05,12,547.4860,0.0000,0.0053
tabu,hfvrp_n015_m03_s01,12,726.0891,0.0000,0.0337
tabu,hfvrp_n015_m03_s02,12,750.4868,0.0000,0.0179
tabu,hfvrp_n015_m03_s03,12,562.6492,0.0000,0.0015
tabu,hfvrp_n015_m03_s04,12,888.4659,0.0000,0.0175
tabu,hfvrp_n015_m03_s05,12,720.7048,0.0000,0.0076
tabu,hfvrp_n020_m04_s01,12,836.0103,0.0000,0.0169
tabu,hfvrp_n020_m04_s02,12,853.7193,0.0000,0.0162
tabu,hfvrp_n020_m04_s03,12,898.3629,0.0000,0.0225
tabu,hfvrp_n020_m04_s04,12,974.2883,0.0000,0.0385
tabu,hfvrp_n020_m04_s05,12,957.2296,0.0000,0.0177
tabu,hfvrp_n030_m06_s01,12,1481.4671,0.0000,0.0751
tabu,hfvrp_n030_m06_s02,12,1363.9010,0.0000,0.0852
tabu,hfvrp_n030_m06_s03,12,1475.4636,0.0000,0.0893
tabu,hfvrp_n030_m06_s04,12,1419.0029,0.0000,0.1117
tabu,hfvrp_n030_m06_s05,12,1359.0173,0.0000,0.0606
tabu,hfvrp_n050_m10_s01,12,2739.6753,0.0000,0.2446
tabu,hfvrp_n050_m10_s02,12,2962.8217,0.0000,0.4036
tabu,hfvrp_n050_m10_s03,12,2571.5392,0.0000,0.2828
tabu,hfvrp_n050_m10_s04,12,2942.2693,0.0000,0.2389
tabu,hfvrp_n050_m10_s05,12,2885.3924,0.0000,0.2077
tabu,hfvrp_n075_m15_s01,12,3998.5659,0.0000,0.9497
tabu,hfvrp_n075_m15_s02,12,4871.5854,0.0000,0.8746
tabu,hfvrp_n075_m15_s03,12,4892.6093,0.0000,1.7189
tabu,hfvrp_n075_m15_s04,12,4484.7172,0.0000,3.7620
tabu,hfvrp_n075_m15_s05,12,4468.3048,0.0000,1.3684
tabu,hfvrp_n100_m20_s01,12,7279.9730,0.0000,2.1401
tabu,hfvrp_n100_m20_s02,12,6668.7944,0.0000,2.3766
tabu,hfvrp_n100_m20_s03,12,7008.3997,0.0000,2.9095
tabu,hfvrp_n100_m20_s04,12,6493.6855,0.0000,3.4450
tabu,hfvrp_n100_m20_s05,12,7036.2600,0.0000,2.1127
tabu,hfvrp_n150_m30_s01,12,12546.0473,0.0000,7.4362
tabu,hfvrp_n150_m30_s02,12,11614.0621,0.0000,10.2763
tabu,hfvrp_n150_m30_s03,12,12493.8173,0.0000,6.5247
tabu,hfvrp_n150_m30_s04,12,12596.6261,0.0000,6.0998
tabu,hfvrp_n150_m30_s05,12,11314.5377,0.0000,6.5753
tabu,hfvrp_n200_m40_s01,12,18441.6731,0.0000,31.6051
tabu,hfvrp_n200_m40_s02,12,18199.9808,0.0000,24.0920
tabu,hfvrp_n200_m40_s03,12,18954.6682,0.0000,22.4498
tabu,hfvrp_n200_m40_s04,12,18960.9081,0.0000,32.6380
tabu,hfvrp_n200_m40_s05,12,18830.5177,0.0000,22.2619
tabu,pyvrp_X101_FSMFD,12,3670836.0249,0.0000,3.5046
tabu,pyvrp_X106_FSMD,12,3720964.5810,0.0000,2.5503
tabu,pyvrp_X110_HD,12,1898675.9215,0.0000,2.6395
tabu,pyvrp_X120_FSMF,12,3194120.5237,0.0000,1.7769
