method,variant,instance,N,exact_status,exact_optimal,exact_cost,method_cost_mean,method_cost_best,delta_mean,delta_best,gap_mean_pct,gap_best_pct,runtime_mean
ga,BIG,hfvrp_n100_m20_s04,100,time_limit,0,5645.0624,5966.8566,5734.4398,321.7942,89.3775,5.7005,1.5833,23.3081
ga,BIG,hfvrp_n100_m20_s05,100,time_limit,0,5793.5691,5869.5290,5716.9936,75.9598,-76.5755,1.3111,-1.3217,23.3496
ga,BIG,pyvrp_X110_HD,109,time_limit,0,2903651.1590,2130060.5604,1975741.3695,-773590.5986,-927909.7895,-26.6420,-31.9567,25.3502
ga,DEFAULT,augerat_A_n32_k5,31,mem_limit,0,6114.9267,8284.8909,8224.3834,2169.9642,2109.4567,35.4863,34.4968,0.1041
ga,DEFAULT,augerat_A_n37_k5,36,mem_limit,0,5930.6340,8202.3322,8158.3540,2271.6983,2227.7200,38.3045,37.5629,0.1193
ga,DEFAULT,augerat_A_n45_k6,44,time_limit,0,10158.2863,11545.6841,11445.3834,1387.3978,1287.0971,13.6578,12.6704,0.1504
ga,DEFAULT,augerat_A_n54_k7,53,time_limit,0,12547.8285,12598.8516,12504.5228,51.0231,-43.3057,0.4066,-0.3451,0.1840
ga,DEFAULT,augerat_A_n60_k9,59,time_limit,0,14288.4774,16073.5880,15985.8744,1785.1106,1697.3971,12.4934,11.8795,0.2070
ga,DEFAULT,augerat_A_n80_k10,79,time_limit,0,17767.5135,18178.0169,18068.6906,410.5034,301.1771,2.3104,1.6951,0.2876
ga,DEFAULT,ex1_1v_feasible,2,optimal,1,84.1421,84.1421,84.1421,0.0000,0.0000,0.0000,0.0000,0.0177
ga,DEFAULT,ex3_3v_all_feasible,3,optimal,1,162.0000,162.0000,162.0000,0.0000,0.0000,0.0000,0.0000,0.0212
ga,DEFAULT,ex5_3v_one_used_feasible,3,optimal,1,107.5980,107.5980,107.5980,0.0000,0.0000,0.0000,0.0000,0.0207
ga,DEFAULT,hfvrp_n001_m03_s01,1,optimal,1,87.3350,87.3350,87.3350,0.0000,0.0000,0.0000,0.0000,0.0140
ga,DEFAULT,hfvrp_n001_m03_s02,1,optimal,1,156.3106,156.3106,156.3106,0.0000,0.0000,0.0000,0.0000,0.0138
ga,DEFAULT,hfvrp_n001_m03_s03,1,optimal,1,130.4387,130.4387,130.4387,0.0000,0.0000,0.0000,0.0000,0.0141
ga,DEFAULT,hfvrp_n001_m03_s04,1,optimal,1,122.3868,122.3868,122.3868,0.0000,0.0000,0.0000,0.0000,0.0147
ga,DEFAULT,hfvrp_n001_m03_s05,1,optimal,1,89.0975,89.0975,89.0975,0.0000,0.0000,0.0000,0.0000,0.0140
ga,DEFAULT,hfvrp_n002_m03_s01,2,optimal,1,262.8529,262.8529,262.8529,0.0000,0.0000,0.0000,0.0000,0.0185
ga,DEFAULT,hfvrp_n002_m03_s02,2,optimal,1,139.0332,139.0332,139.0332,0.0000,0.0000,0.0000,0.0000,0.0184
ga,DEFAULT,hfvrp_n002_m03_s03,2,optimal,1,185.3092,185.3092,185.3092,0.0000,0.0000,0.0000,0.0000,0.0178
ga,DEFAULT,hfvrp_n002_m03_s04,2,optimal,1,174.5520,174.9400,174.9400,0.3880,0.3880,0.2223,0.2223,0.0180
ga,DEFAULT,hfvrp_n002_m03_s05,2,optimal,1,252.0042,302.6713,302.6713,50.6671,50.6671,20.1056,20.1056,0.0184
ga,DEFAULT,hfvrp_n005_m03_s01,5,optimal,1,350.2839,350.2839,350.2839,0.0000,0.0000,0.0000,0.0000,0.0253
ga,DEFAULT,hfvrp_n005_m03_s02,5,optimal,1,358.5457,359.8655,359.8655,1.3198,1.3198,0.3681,0.3681,0.0258
ga,DEFAULT,hfvrp_n005_m03_s03,5,optimal,1,444.7348,444.7348,444.7348,0.0000,0.0000,0.0000,0.0000,0.0255
ga,DEFAULT,hfvrp_n005_m03_s04,5,optimal,1,278.5763,278.5763,278.5763,0.0000,0.0000,0.0000,0.0000,0.0259
ga,DEFAULT,hfvrp_n005_m03_s05,5,optimal,1,362.5965,362.5965,362.5965,0.0000,0.0000,0.0000,0.0000,0.0265
ga,DEFAULT,hfvrp_n010_m03_s01,10,optimal,1,505.6986,523.9434,522.4940,18.2447,16.7953,3.6078,3.3212,0.0395
ga,DEFAULT,hfvrp_n010_m03_s02,10,optimal,1,488.6666,526.4381,524.4881,37.7715,35.8215,7.7295,7.3305,0.0402
ga,DEFAULT,hfvrp_n010_m03_s03,10,optimal,1,534.7267,536.2078,536.2078,1.4811,1.4811,0.2770,0.2770,0.0385
ga,DEFAULT,hfvrp_n010_m03_s04,10,optimal,1,511.6846,519.4285,511.6846,7.7439,0.0000,1.5134,0.0000,0.0388
ga,DEFAULT,hfvrp_n010_m03_s05,10,optimal,1,481.9693,570.4539,527.5920,88.4847,45.6227,18.3590,9.4659,0.0379
ga,DEFAULT,hfvrp_n015_m03_s01,15,optimal,1,551.4606,580.5236,580.5236,29.0631,29.0631,5.2702,5.2702,0.0534
ga,DEFAULT,hfvrp_n015_m03_s02,15,optimal,1,527.2330,536.1530,536.1530,8.9201,8.9201,1.6919,1.6919,0.0526
ga,DEFAULT,hfvrp_n015_m03_s03,15,optimal,1,487.2319,517.4812,516.4943,30.2493,29.2624,6.2084,6.0058,0.0513
ga,DEFAULT,hfvrp_n015_m03_s04,15,optimal,1,614.6260,615.6040,614.6260,0.9779,0.0000,0.1591,0.0000,0.0516
ga,DEFAULT,hfvrp_n015_m03_s05,15,optimal,1,559.2105,591.6020,589.4603,32.3914,30.2498,5.7924,5.4094,0.0518
ga,DEFAULT,hfvrp_n020_m04_s01,20,optimal,1,672.8087,675.8662,674.4549,3.0575,1.6461,0.4544,0.2447,0.0671
ga,DEFAULT,hfvrp_n020_m04_s02,20,optimal,1,651.2784,682.9342,666.8930,31.6557,15.6145,4.8606,2.3975,0.0669
ga,DEFAULT,hfvrp_n020_m04_s03,20,optimal,1,656.2417,670.2175,656.2417,13.9758,0.0000,2.1297,0.0000,0.0683
ga,DEFAULT,hfvrp_n020_m04_s04,20,optimal,1,687.3934,755.9423,717.3081,68.5489,29.9147,9.9723,4.3519,0.0678
ga,DEFAULT,hfvrp_n020_m04_s05,20,optimal,1,657.4655,732.1902,672.8149,74.7247,15.3494,11.3656,2.3346,0.0666
ga,DEFAULT,hfvrp_n030_m06_s01,30,time_limit,0,1197.5920,1360.9834,1307.0589,163.3914,109.4669,13.6433,9.1406,0.0997
ga,DEFAULT,hfvrp_n030_m06_s02,30,time_limit,0,1040.3027,1160.5958,1055.7407,120.2931,15.4380,11.5633,1.4840,0.0995
ga,DEFAULT,hfvrp_n030_m06_s03,30,time_limit,0,1178.8820,1284.4807,1261.6206,105.5987,82.7386,8.9575,7.0184,0.0991
ga,DEFAULT,hfvrp_n030_m06_s04,30,optimal,1,1116.8438,1359.2467,1269.2092,242.4029,152.3654,21.7043,13.6425,0.0986
ga,DEFAULT,hfvrp_n030_m06_s05,30,time_limit,0,1145.5694,1247.4641,1203.5602,101.8948,57.9908,8.8947,5.0622,0.0993
ga,DEFAULT,hfvrp_n050_m10_s01,50,time_limit,0,2045.7628,2404.3086,2185.1963,358.5458,139.4335,17.5263,6.8157,0.1699
ga,DEFAULT,hfvrp_n050_m10_s02,50,time_limit,0,1928.8347,2467.4957,2219.1881,538.6609,290.3533,27.9268,15.0533,0.1696
ga,DEFAULT,hfvrp_n050_m10_s03,50,time_limit,0,1799.7439,2161.4627,2044.5916,361.7188,244.8477,20.0984,13.6046,0.1698
ga,DEFAULT,hfvrp_n050_m10_s04,50,time_limit,0,1837.6751,2219.7393,2068.3809,382.0642,230.7058,20.7906,12.5542,0.1702
ga,DEFAULT,hfvrp_n050_m10_s05,50,mem_limit,0,1908.9180,2337.4231,2239.9266,428.5051,331.0086,22.4475,17.3401,0.1680
ga,DEFAULT,hfvrp_n075_m15_s01,75,mem_limit,0,4180.7258,4685.9752,3824.3799,505.2493,-356.3459,12.0852,-8.5235,0.2748
ga,DEFAULT,hfvrp_n075_m15_s02,75,time_limit,0,4381.0411,4944.6703,4280.3120,563.6292,-100.7291,12.8652,-2.2992,0.2726
ga,DEFAULT,hfvrp_n075_m15_s03,75,time_limit,0,4174.8777,5026.8035,4387.0883,851.9258,212.2105,20.4060,5.0830,0.2739
ga,DEFAULT,hfvrp_n075_m15_s04,75,time_limit,0,4322.3455,5196.9340,4697.6341,874.5885,375.2886,20.2341,8.6825,0.2753
ga,DEFAULT,hfvrp_n075_m15_s05,75,time_limit,0,3812.2232,5200.5292,4559.3567,1388.3060,747.1335,36.4172,19.5984,0.2746
ga,DEFAULT,hfvrp_n100_m20_s01,100,time_limit,0,6405.4192,8224.6268,7639.3672,1819.2076,1233.9480,28.4011,19.2641,0.3765
ga,DEFAULT,hfvrp_n100_m20_s02,100,time_limit,0,6435.5775,7380.5818,6467.7839,945.0042,32.2064,14.6841,0.5004,0.3775
ga,DEFAULT,hfvrp_n100_m20_s03,100,time_limit,0,6355.8912,7928.7100,7467.7588,1572.8188,1111.8676,24.7458,17.4935,0.3804
ga,DEFAULT,hfvrp_n100_m20_s04,100,time_limit,0,5645.0624,7357.6901,6791.3256,1712.6277,1146.2632,30.3385,20.3056,0.3746
ga,DEFAULT,hfvrp_n100_m20_s05,100,time_limit,0,5793.5691,7737.4209,6806.0816,1943.8518,1012.5124,33.5519,17.4765,0.3823
ga,DEFAULT,pyvrp_X110_HD,109,time_limit,0,2903651.1590,2776036.0556,2609191.3475,-127615.1034,-294459.8115,-4.3950,-10.1410,0.4132
ga,MEDIUM,augerat_A_n32_k5,31,mem_limit,0,6114.9267,8250.8154,8204.9588,2135.8887,2090.0321,34.9291,34.1792,2.0827
ga,MEDIUM,augerat_A_n37_k5,36,mem_limit,0,5930.6340,8161.1245,8136.3125,2230.4905,2205.6785,37.6096,37.1913,2.4225
ga,MEDIUM,augerat_A_n45_k6,44,time_limit,0,10158.2863,11451.8938,11398.6697,1293.6075,1240.3834,12.7345,12.2106,3.0263
ga,MEDIUM,augerat_A_n54_k7,53,time_limit,0,12547.8285,12450.1546,12362.8197,-97.6739,-185.0088,-0.7784,-1.4744,3.7383
ga,MEDIUM,augerat_A_n60_k9,59,time_limit,0,14288.4774,15906.6208,15815.3028,1618.1434,1526.8255,11.3248,10.6857,4.2095
ga,MEDIUM,augerat_A_n80_k10,79,time_limit,0,17767.5135,17950.7232,17853.1232,183.2097,85.6097,1.0311,0.4818,5.7981
ga,MEDIUM,ex1_1v_feasible,2,optimal,1,84.1421,84.1421,84.1421,0.0000,0.0000,0.0000,0.0000,0.3066
ga,MEDIUM,ex3_3v_all_feasible,3,optimal,1,162.0000,162.0000,162.0000,0.0000,0.0000,0.0000,0.0000,0.3951
ga,MEDIUM,ex5_3v_one_used_feasible,3,optimal,1,107.5980,107.5980,107.5980,0.0000,0.0000,0.0000,0.0000,0.3855
ga,MEDIUM,hfvrp_n001_m03_s01,1,optimal,1,87.3350,87.3350,87.3350,0.0000,0.0000,0.0000,0.0000,0.2444
ga,MEDIUM,hfvrp_n001_m03_s02,1,optimal,1,156.3106,156.3106,156.3106,0.0000,0.0000,0.0000,0.0000,0.2456
ga,MEDIUM,hfvrp_n001_m03_s03,1,optimal,1,130.4387,130.4387,130.4387,0.0000,0.0000,0.0000,0.0000,0.2493
ga,MEDIUM,hfvrp_n001_m03_s04,1,optimal,1,122.3868,122.3868,122.3868,0.0000,0.0000,0.0000,0.0000,0.2511
ga,MEDIUM,hfvrp_n001_m03_s05,1,optimal,1,89.0975,89.0975,89.0975,0.0000,0.0000,0.0000,0.0000,0.2485
ga,MEDIUM,hfvrp_n002_m03_s01,2,optimal,1,262.8529,262.8529,262.8529,0.0000,0.0000,0.0000,0.0000,0.3241
ga,MEDIUM,hfvrp_n002_m03_s02,2,optimal,1,139.0332,139.0332,139.0332,0.0000,0.0000,0.0000,0.0000,0.3185
ga,MEDIUM,hfvrp_n002_m03_s03,2,optimal,1,185.3092,185.3092,185.3092,0.0000,0.0000,0.0000,0.0000,0.3276
ga,MEDIUM,hfvrp_n002_m03_s04,2,optimal,1,174.5520,174.9400,174.9400,0.3880,0.3880,0.2223,0.2223,0.3241
ga,MEDIUM,hfvrp_n002_m03_s05,2,optimal,1,252.0042,302.6713,302.6713,50.6671,50.6671,20.1056,20.1056,0.3191
ga,MEDIUM,hfvrp_n005_m03_s01,5,optimal,1,350.2839,350.2839,350.2839,0.0000,0.0000,0.0000,0.0000,0.4796
ga,MEDIUM,hfvrp_n005_m03_s02,5,optimal,1,358.5457,359.8655,359.8655,1.3198,1.3198,0.3681,0.3681,0.4831
ga,MEDIUM,hfvrp_n005_m03_s03,5,optimal,1,444.7348,444.7348,444.7348,0.0000,0.0000,0.0000,0.0000,0.4807
ga,MEDIUM,hfvrp_n005_m03_s04,5,optimal,1,278.5763,278.5763,278.5763,0.0000,0.0000,0.0000,0.0000,0.4826
ga,MEDIUM,hfvrp_n005_m03_s05,5,optimal,1,362.5965,362.5965,362.5965,0.0000,0.0000,0.0000,0.0000,0.4834
ga,MEDIUM,hfvrp_n010_m03_s01,10,optimal,1,505.6986,522.4940,522.4940,16.7953,16.7953,3.3212,3.3212,0.7421
ga,MEDIUM,hfvrp_n010_m03_s02,10,optimal,1,488.6666,526.3237,523.8019,37.6571,35.1353,7.7061,7.1900,0.7511
ga,MEDIUM,hfvrp_n010_m03_s03,10,optimal,1,534.7267,536.2078,536.2078,1.4811,1.4811,0.2770,0.2770,0.7395
ga,MEDIUM,hfvrp_n010_m03_s04,10,optimal,1,511.6846,516.1940,511.6846,4.5094,0.0000,0.8813,0.0000,0.7489
ga,MEDIUM,hfvrp_n010_m03_s05,10,optimal,1,481.9693,544.7224,527.5920,62.7531,45.6227,13.0201,9.4659,0.7504
ga,MEDIUM,hfvrp_n015_m03_s01,15,optimal,1,551.4606,577.9170,572.7037,26.4564,21.2432,4.7975,3.8522,1.0064
ga,MEDIUM,hfvrp_n015_m03_s02,15,optimal,1,527.2330,536.1530,536.1530,8.9201,8.9201,1.6919,1.6919,0.9984
ga,MEDIUM,hfvrp_n015_m03_s03,15,optimal,1,487.2319,516.4943,516.4943,29.2624,29.2624,6.0058,6.0058,1.0013
ga,MEDIUM,hfvrp_n015_m03_s04,15,optimal,1,614.6260,614.6260,614.6260,0.0000,0.0000,0.0000,0.0000,1.0060
ga,MEDIUM,hfvrp_n015_m03_s05,15,optimal,1,559.2105,589.4603,589.4603,30.2498,30.2498,5.4094,5.4094,1.0047
ga,MEDIUM,hfvrp_n020_m04_s01,20,optimal,1,672.8087,674.4549,674.4549,1.6461,1.6461,0.2447,0.2447,1.3079
ga,MEDIUM,hfvrp_n020_m04_s02,20,optimal,1,651.2784,668.2160,666.8930,16.9375,15.6145,2.6007,2.3975,1.3231
ga,MEDIUM,hfvrp_n020_m04_s03,20,optimal,1,656.2417,656.9659,656.2417,0.7242,0.0000,0.1103,0.0000,1.3817
ga,MEDIUM,hfvrp_n020_m04_s04,20,optimal,1,687.3934,729.3975,710.1763,42.0041,22.7829,6.1106,3.3144,1.3366
ga,MEDIUM,hfvrp_n020_m04_s05,20,optimal,1,657.4655,667.6984,657.4655,10.2330,0.0000,1.5564,0.0000,1.3143
ga,MEDIUM,hfvrp_n030_m06_s01,30,time_limit,0,1197.5920,1307.0663,1267.6869,109.4743,70.0949,9.1412,5.8530,2.0239
ga,MEDIUM,hfvrp_n030_m06_s02,30,time_limit,0,1040.3027,1048.5669,1029.2126,8.2642,-11.0901,0.7944,-1.0660,1.9856
ga,MEDIUM,hfvrp_n030_m06_s03,30,time_limit,0,1178.8820,1245.8973,1168.4875,67.0154,-10.3944,5.6847,-0.8817,1.9706
ga,MEDIUM,hfvrp_n030_m06_s04,30,optimal,1,1116.8438,1307.0677,1196.0027,190.2239,79.1589,17.0323,7.0877,1.9659
ga,MEDIUM,hfvrp_n030_m06_s05,30,time_limit,0,1145.5694,1219.3822,1196.2803,73.8128,50.7109,6.4433,4.4267,1.9998
ga,MEDIUM,hfvrp_n050_m10_s01,50,time_limit,0,2045.7628,2157.8868,2097.7972,112.1240,52.0344,5.4808,2.5435,3.3904
ga,MEDIUM,hfvrp_n050_m10_s02,50,time_limit,0,1928.8347,2179.2333,2049.0143,250.3985,120.1796,12.9819,6.2307,3.3891
ga,MEDIUM,hfvrp_n050_m10_s03,50,time_limit,0,1799.7439,2024.2201,1949.1360,224.4762,149.3921,12.4727,8.3007,3.4089
ga,MEDIUM,hfvrp_n050_m10_s04,50,time_limit,0,1837.6751,2081.2224,2032.2101,243.5473,194.5350,13.2530,10.5859,3.4011
ga,MEDIUM,hfvrp_n050_m10_s05,50,mem_limit,0,1908.9180,2097.6634,1992.9015,188.7453,83.9835,9.8876,4.3995,3.4029
ga,MEDIUM,hfvrp_n075_m15_s01,75,mem_limit,0,4180.7258,3555.2693,3383.7371,-625.4565,-796.9887,-14.9605,-19.0634,5.5695
ga,MEDIUM,hfvrp_n075_m15_s02,75,time_limit,0,4381.0411,3891.2623,3702.6349,-489.7787,-678.4061,-11.1795,-15.4850,5.5211
ga,MEDIUM,hfvrp_n075_m15_s03,75,time_limit,0,4174.8777,4158.6067,3968.0170,-16.2711,-206.8608,-0.3897,-4.9549,5.4944
ga,MEDIUM,hfvrp_n075_m15_s04,75,time_limit,0,4322.3455,4116.7051,3911.0970,-205.6404,-411.2485,-4.7576,-9.5145,5.6003
ga,MEDIUM,hfvrp_n075_m15_s05,75,time_limit,0,3812.2232,4224.5757,3999.4335,412.3525,187.2103,10.8166,4.9108,5.5440
ga,MEDIUM,hfvrp_n100_m20_s01,100,time_limit,0,6405.4192,6270.1668,5783.3518,-135.2524,-622.0674,-2.1115,-9.7116,7.6553
ga,MEDIUM,hfvrp_n100_m20_s02,100,time_limit,0,6435.5775,5641.1130,5382.5356,-794.4645,-1053.0419,-12.3449,-16.3628,7.6484
ga,MEDIUM,hfvrp_n100_m20_s03,100,time_limit,0,6355.8912,6359.3911,6017.8076,3.4999,-338.0836,0.0551,-5.3192,7.6675
ga,MEDIUM,hfvrp_n100_m20_s04,100,time_limit,0,5645.0624,5937.2651,5624.7536,292.2027,-20.3088,5.1763,-0.3598,7.6035
ga,MEDIUM,hfvrp_n100_m20_s05,100,time_limit,0,5793.5691,5986.0853,5534.1480,192.5162,-259.4211,3.3229,-4.4777,7.6608
ga,MEDIUM,pyvrp_X110_HD,109,time_limit,0,2903651.1590,2178810.8378,1999216.0545,-724840.3212,-904435.1045,-24.9631,-31.1482,8.3645
ga,SMALL,augerat_A_n32_k5,31,mem_limit,0,6114.9267,8360.3636,8285.1775,2245.4369,2170.2508,36.7206,35.4910,0.0132
ga,SMALL,augerat_A_n37_k5,36,mem_limit,0,5930.6340,8265.6494,8190.9615,2335.0154,2260.3275,39.3721,38.1127,0.0155
ga,SMALL,augerat_A_n45_k6,44,time_limit,0,10158.2863,11730.3501,11608.9336,1572.0638,1450.6473,15.4757,14.2804,0.0189
ga,SMALL,augerat_A_n54_k7,53,time_limit,0,12547.8285,12864.0476,12719.3844,316.2191,171.5559,2.5201,1.3672,0.0235
ga,SMALL,augerat_A_n60_k9,59,time_limit,0,14288.4774,16333.2399,16097.6185,2044.7625,1809.1412,14.3106,12.6615,0.0261
ga,SMALL,augerat_A_n80_k10,79,time_limit,0,17767.5135,18532.6250,18354.7315,765.1114,587.2180,4.3062,3.3050,0.0385
