method,N,runs,cost_mean,cost_std,gap_mean_pct,gap_std_pct,runtime_mean,runtime_std
savings,53,1,13951.4930,0.0000,9.3309,0.0000,0.0004,0.0000
savings,59,1,15733.5647,0.0000,4.2731,0.0000,0.0005,0.0000
savings,75,5,7186.9602,815.4861,-8.3449,9.8410,0.0008,0.0002
savings,79,1,18339.4408,0.0000,-9.1865,0.0000,0.0011,0.0000
savings,100,6,630919.4251,1386567.0209,-12.1333,6.1594,0.0064,0.0040
savings,105,1,4030840.5640,0.0000,,,0.0019,0.0000
savings,109,1,2246418.8285,0.0000,,,0.0007,0.0000
savings,119,1,3207644.2232,0.0000,,,0.0022,0.0000
savings,150,5,20087.5359,1711.5488,,,0.0150,0.0021
savings,200,5,26692.7039,1107.1115,,,0.0213,0.0056
tabu,1,60,129.7854,22.8744,0.0000,0.0000,0.0002,0.0001
tabu,2,72,216.4526,94.7613,0.0000,0.0000,0.0004,0.0003
tabu,3,24,147.6495,19.3505,0.0000,0.0000,0.0001,0.0000
tabu,5,60,410.7721,36.4939,1.9810,2.9787,0.0011,0.0010
tabu,10,60,647.0401,47.0019,0.1061,0.2122,0.0037,0.0027
tabu,15,60,919.9785,166.1729,3.8587,4.2055,0.0132,0.0031
tabu,20,60,1100.6344,69.4538,3.0820,3.7814,0.0241,0.0053
tabu,30,60,1737.9716,127.9565,-1.4394,4.1867,0.0893,0.0200
tabu,31,12,8686.0988,0.0000,28.4086,0.0000,0.0752,0.0021
tabu,36,12,8253.5519,0.0000,32.5816,0.0000,0.1449,0.0013
tabu,44,12,11523.6355,0.0000,7.8998,0.0000,0.2054,0.0017
tabu,50,60,3507.0993,147.0056,-10.7402,9.3413,0.3924,0.1321
tabu,53,12,13032.3757,0.0000,2.1282,0.0000,0.3198,0.0016
tabu,59,12,15654.1289,0.0000,3.7467,0.0000,0.4595,0.0022
tabu,75,60,5822.0975,593.0266,-24.4336,7.9938,1.0957,0.3044
tabu,79,12,18262.3220,0.0000,-9.5683,0.0000,0.9507,0.0028
tabu,100,72,620143.7076,1366532.2161,-27.8708,7.1689,2.5797,0.6951
tabu,105,12,3730005.3521,0.0000,,,2.5412,0.0064
tabu,109,12,1903868.9961,0.0000,,,2.6576,0.0085
tabu,119,12,3207644.2232,0.0000,,,1.7941,0.0314
tabu,150,60,14396.6025,795.9964,,,10.2582,3.8864
tabu,200,60,22175.7017,740.8034,,,32.9741,3.6326
